target_date,generated_at_utc,history_through,board_mode,weather_source,batter,game_pk,opposing_pitcher_id,model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,670623,822927,693855.0,11,Isaac Paredes,Houston Astros,Tampa Bay Rays,Ian Seymour,3,Tropicana Field,107.0,9.7,Elite,9.3,6.3,9.9,6.3,5.8,5.8,8.0,86.53999999999999,2.485484,333.0,6.4,2.1,2.6,6.2,Pitcher vulnerability + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,800050,823657,687570.0,12,Chase DeLauter,Cleveland Guardians,Minnesota Twins,Connor Prielipp,2,Target Field,113.0,9.6,Elite,10.0,5.9,7.0,5.9,6.1,6.8,9.0,73.94,12.924516800000001,307.0,7.2,5.9,9.7,9.4,Hitter skill + Lineup context,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,665487,823170,702885.0,13,Fernando Tatis Jr.,San Diego Padres,San Francisco Giants,Cesar Perdomo,1,Oracle Park,139.0,9.6,Elite,9.1,9.5,6.0,9.5,7.3,6.2,10.0,67.64,18.9518155,287.0,6.8,9.7,9.7,9.7,Lineup context + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,682987,823496,804267.0,14,Spencer Jones,New York Yankees,New York Mets,Zac Thornton,5,Yankee Stadium,117.0,9.6,Elite,7.8,9.8,8.6,9.8,6.3,6.7,6.0,80.24000000000001,10.1283473,162.0,3.4,8.6,6.0,9.0,Pitch-type matchup + Pitcher vulnerability,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,682985,824224,685299.0,15,Riley Greene,Detroit Tigers,Colorado Rockies,Tanner Gordon,4,Comerica Park,100.0,9.5,Elite,7.6,8.5,9.5,8.5,5.5,6.7,7.0,80.6,8.7613311,220.0,9.7,7.7,1.8,2.1,Recent power + Pitcher vulnerability,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,701538,823170,702885.0,16,Jackson Merrill,San Diego Padres,San Francisco Giants,Cesar Perdomo,5,Oracle Park,139.0,9.5,Elite,9.6,7.9,6.0,7.9,7.3,6.2,6.0,67.64,18.9518155,287.0,9.3,9.9,9.4,9.5,Hitter skill + Recent power,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,686797,823657,682982.0,17,Brooks Lee,Minnesota Twins,Cleveland Guardians,Daniel Espino,7,Target Field,113.0,9.5,Elite,9.7,9.5,5.4,9.5,6.1,6.8,4.0,73.94,12.924516800000001,307.0,7.2,8.4,9.6,8.1,Hitter skill + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,691718,824630,694973.0,18,Pete Crow-Armstrong,Chicago Cubs,Pittsburgh Pirates,Paul Skenes,1,Wrigley Field,107.0,9.4,Excellent,9.8,9.6,5.0,9.6,5.8,6.0,10.0,86.18,9.1962908,241.0,8.9,9.0,8.7,9.0,Lineup context + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,691406,822927,663567.0,19,Junior Caminero,Tampa Bay Rays,Houston Astros,Peter Lambert,3,Tropicana Field,107.0,9.4,Excellent,9.5,8.7,6.6,8.7,5.8,5.8,8.0,86.53999999999999,2.485484,333.0,8.7,8.7,9.2,9.9,Hitter skill + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,571448,825035,677958.0,20,Nolan Arenado,Arizona Diamondbacks,Texas Rangers,Kumar Rocker,6,Chase Field,213.0,9.4,Excellent,7.1,8.1,9.2,8.1,10.0,4.8,5.0,103.64,5.4059276999999994,240.0,9.0,3.7,8.0,7.3,Ballpark + Pitcher vulnerability,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,665161,822927,693855.0,21,Jeremy Peña,Houston Astros,Tampa Bay Rays,Ian Seymour,2,Tropicana Field,107.0,9.3,Excellent,8.1,7.2,9.9,7.2,5.8,5.8,9.0,86.53999999999999,2.485484,333.0,3.4,9.1,7.4,6.5,Pitcher vulnerability + Lineup context,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,665742,823496,543037.0,22,Juan Soto,New York Mets,New York Yankees,Gerrit Cole,2,Yankee Stadium,117.0,9.3,Excellent,9.1,3.4,8.2,3.4,6.3,6.7,9.0,80.24000000000001,10.1283473,162.0,5.8,8.1,7.9,9.5,Hitter skill + Lineup context,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,666182,823496,543037.0,23,Bo Bichette,New York Mets,New York Yankees,Gerrit Cole,3,Yankee Stadium,117.0,9.3,Excellent,7.4,7.8,8.2,7.8,6.3,6.7,8.0,80.24000000000001,10.1283473,162.0,5.8,8.0,7.7,6.8,Pitcher vulnerability + Lineup context,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,662139,822927,693855.0,24,Daulton Varsho,Houston Astros,Tampa Bay Rays,Ian Seymour,4,Tropicana Field,107.0,9.2,Excellent,7.7,6.8,9.9,6.8,5.8,5.8,7.0,86.53999999999999,2.485484,333.0,6.8,7.5,4.5,2.7,Pitcher vulnerability + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,608369,825035,694297.0,25,Corey Seager,Texas Rangers,Arizona Diamondbacks,Brandon Pfaadt,2,Chase Field,213.0,9.2,Excellent,9.2,8.5,4.4,8.5,10.0,4.8,9.0,103.64,5.4059276999999994,240.0,9.6,9.4,9.0,8.7,Ballpark + Recent power,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,641343,823737,663903.0,26,Jake Bauers,Milwaukee Brewers,Cincinnati Reds,Brady Singer,5,American Family Field,88.0,9.2,Excellent,9.3,9.0,6.3,9.0,5.0,6.7,6.0,82.4,9.8797989,288.0,8.3,4.2,1.9,3.4,Hitter skill + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,605137,823657,682982.0,27,Josh Bell,Minnesota Twins,Cleveland Guardians,Daniel Espino,4,Target Field,113.0,9.1,Excellent,8.7,8.5,5.4,8.5,6.1,6.8,7.0,73.94,12.924516800000001,307.0,7.2,6.4,7.9,7.8,Hitter skill + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,805811,823170,650633.0,28,Bryce Eldridge,San Francisco Giants,San Diego Padres,Michael King,3,Oracle Park,139.0,9.1,Excellent,8.4,6.4,7.3,6.4,7.3,6.2,8.0,67.64,18.9518155,287.0,6.8,4.3,7.8,9.1,Hitter skill + Lineup context,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,682626,823496,543037.0,29,Francisco Alvarez,New York Mets,New York Yankees,Gerrit Cole,9,Yankee Stadium,117.0,9.1,Excellent,7.4,7.4,8.2,7.4,6.3,6.7,2.0,80.24000000000001,10.1283473,162.0,9.2,5.5,2.8,7.7,Recent power + Pitcher vulnerability,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,656941,824870,641816.0,30,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,Tyler Mahle,1,Truist Park,100.0,9.0,Excellent,9.8,9.4,4.1,9.4,5.5,6.5,10.0,78.98,3.4175405,157.0,9.7,7.9,5.0,8.2,Lineup context + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,694192,823737,663903.0,31,Jackson Chourio,Milwaukee Brewers,Cincinnati Reds,Brady Singer,1,American Family Field,88.0,9.0,Excellent,9.2,7.3,6.3,7.3,5.0,6.7,10.0,82.4,9.8797989,288.0,8.7,8.7,8.7,8.5,Lineup context + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,683748,822927,663567.0,32,Victor Mesa Jr.,Tampa Bay Rays,Houston Astros,Peter Lambert,5,Tropicana Field,107.0,9.0,Excellent,8.2,9.4,6.6,9.4,5.8,5.8,6.0,86.53999999999999,2.485484,333.0,9.5,9.4,8.3,6.2,Recent power + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,661388,823737,663903.0,33,William Contreras,Milwaukee Brewers,Cincinnati Reds,Brady Singer,3,American Family Field,88.0,8.9,Excellent,8.9,8.2,6.3,8.2,5.0,6.7,8.0,82.4,9.8797989,288.0,8.9,7.1,8.7,8.7,Hitter skill + Recent power,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,592518,823170,702885.0,34,Manny Machado,San Diego Padres,San Francisco Giants,Cesar Perdomo,3,Oracle Park,139.0,8.9,Excellent,7.3,9.1,6.0,9.1,7.3,6.2,8.0,67.64,18.9518155,287.0,9.2,6.3,6.3,4.0,Recent power + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,606192,823819,663969.0,35,Teoscar Hernández,Los Angeles Dodgers,Miami Marlins,Tyler Phillips,6,loanDepot park,135.0,8.9,Excellent,8.3,2.7,8.9,2.7,7.1,6.6,5.0,84.56,8.077823,93.0,7.6,9.6,5.8,7.7,Pitcher vulnerability + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,672960,822768,680694.0,36,Kazuma Okamoto,Toronto Blue Jays,Baltimore Orioles,Kyle Bradish,6,Rogers Centre,69.0,8.8,Excellent,9.0,7.8,7.6,7.8,4.1,6.6,5.0,77.54,6.027298699999999,135.0,9.2,9.8,6.2,7.6,Recent power + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,608070,823657,687570.0,37,José Ramírez,Cleveland Guardians,Minnesota Twins,Connor Prielipp,3,Target Field,113.0,8.8,Excellent,8.6,5.2,7.0,5.2,6.1,6.8,8.0,73.94,12.924516800000001,307.0,3.4,1.3,4.7,6.2,Hitter skill + Lineup context,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,682829,823737,,38,Elly De La Cruz,Cincinnati Reds,Milwaukee Brewers,TBD,2,American Family Field,88.0,8.8,Excellent,9.9,5.5,5.5,5.5,5.0,6.7,9.0,82.4,9.8797989,288.0,10.0,9.9,8.5,9.9,Recent power + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,669394,825035,694297.0,39,Jake Burger,Texas Rangers,Arizona Diamondbacks,Brandon Pfaadt,7,Chase Field,213.0,8.7,Excellent,9.6,7.0,4.4,7.0,10.0,4.8,4.0,103.64,5.4059276999999994,240.0,9.7,9.8,6.8,8.0,Ballpark + Recent power,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,691777,824955,693433.0,40,Max Muncy,Athletics,Seattle Mariners,Bryan Woo,5,Sutter Health Park,100.0,8.7,Excellent,6.4,8.4,7.9,8.4,5.5,6.8,6.0,84.02,15.3478637,233.0,9.5,7.2,6.4,5.9,Recent power + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,665019,823657,682982.0,41,Kody Clemens,Minnesota Twins,Cleveland Guardians,Daniel Espino,5,Target Field,113.0,8.7,Excellent,7.1,9.3,5.4,9.3,6.1,6.8,6.0,73.94,12.924516800000001,307.0,9.3,9.6,9.7,9.2,Pitch-type matchup + Recent power,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,804668,824630,605280.0,42,Rafael Flores Jr.,Pittsburgh Pirates,Chicago Cubs,Clay Holmes,4,Wrigley Field,107.0,8.6,Excellent,9.6,8.9,3.8,8.9,5.8,6.0,7.0,86.18,9.1962908,241.0,6.8,9.0,8.4,8.4,Hitter skill + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,666018,822927,663567.0,43,Jonathan Aranda,Tampa Bay Rays,Houston Astros,Peter Lambert,2,Tropicana Field,107.0,8.6,Excellent,8.2,6.6,6.6,6.6,5.8,5.8,9.0,86.53999999999999,2.485484,333.0,6.8,4.3,6.2,6.4,Lineup context + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,650490,822927,663567.0,44,Yandy Díaz,Tampa Bay Rays,Houston Astros,Peter Lambert,1,Tropicana Field,107.0,8.6,Excellent,8.5,5.7,6.6,5.7,5.8,5.8,10.0,86.53999999999999,2.485484,333.0,5.9,8.0,9.1,8.4,Lineup context + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,592450,823496,804267.0,45,Aaron Judge,New York Yankees,New York Mets,Zac Thornton,3,Yankee Stadium,117.0,8.5,Strong,8.3,1.4,8.6,1.4,6.3,6.7,8.0,80.24000000000001,10.1283473,162.0,3.4,1.3,3.4,5.4,Pitcher vulnerability + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,681508,824712,677976.0,46,Mickey Gasper,Boston Red Sox,Kansas City Royals,Randy Dobnak,2,Fenway Park,92.0,8.5,Strong,8.9,8.6,4.7,8.6,5.1,6.7,9.0,73.75999999999999,9.6312505,77.0,6.4,7.7,4.7,8.2,Lineup context + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,665489,822768,680694.0,47,Vladimir Guerrero Jr.,Toronto Blue Jays,Baltimore Orioles,Kyle Bradish,3,Rogers Centre,69.0,8.5,Strong,8.8,7.3,7.6,7.3,4.1,6.6,8.0,77.54,6.027298699999999,135.0,3.4,7.2,9.8,9.8,Hitter skill + Lineup context,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,571970,823819,663969.0,48,Max Muncy,Los Angeles Dodgers,Miami Marlins,Tyler Phillips,2,loanDepot park,135.0,8.4,Strong,6.7,3.0,8.9,3.0,7.1,6.6,9.0,84.56,8.077823,93.0,6.8,5.9,6.6,6.7,Lineup context + Pitcher vulnerability,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,663993,823657,687570.0,49,Nathaniel Lowe,Cleveland Guardians,Minnesota Twins,Connor Prielipp,6,Target Field,113.0,8.4,Strong,6.2,7.5,7.0,7.5,6.1,6.8,5.0,73.94,12.924516800000001,307.0,9.5,2.8,3.8,6.1,Recent power + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,681715,823819,607192.0,50,Heriberto Hernández,Miami Marlins,Los Angeles Dodgers,Tyler Glasnow,1,loanDepot park,135.0,8.4,Strong,9.4,8.9,1.3,8.9,7.1,6.6,10.0,84.56,8.077823,93.0,5.9,9.5,7.0,9.6,Lineup context + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,572233,822927,693855.0,51,Christian Walker,Houston Astros,Tampa Bay Rays,Ian Seymour,6,Tropicana Field,107.0,8.3,Strong,7.6,2.8,9.9,2.8,5.8,5.8,5.0,86.53999999999999,2.485484,333.0,7.2,5.2,6.9,7.5,Pitcher vulnerability + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,663728,824955,695611.0,52,Cal Raleigh,Seattle Mariners,Athletics,Gage Jump,4,Sutter Health Park,100.0,8.3,Strong,8.0,7.7,5.7,7.7,5.5,6.8,7.0,84.02,15.3478637,233.0,3.4,9.8,8.2,9.7,Hitter skill + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,672515,825035,677958.0,53,Gabriel Moreno,Arizona Diamondbacks,Texas Rangers,Kumar Rocker,3,Chase Field,213.0,8.3,Strong,6.2,4.8,9.2,4.8,10.0,4.8,8.0,103.64,5.4059276999999994,240.0,3.4,7.8,5.4,7.4,Ballpark + Pitcher vulnerability,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,553993,823737,,54,Eugenio Suárez,Cincinnati Reds,Milwaukee Brewers,TBD,6,American Family Field,88.0,8.2,Strong,9.3,5.5,5.5,5.5,5.0,6.7,5.0,82.4,9.8797989,288.0,9.2,5.7,3.7,6.9,Hitter skill + Recent power,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,669224,823496,804267.0,55,Austin Wells,New York Yankees,New York Mets,Zac Thornton,8,Yankee Stadium,117.0,8.2,Strong,5.2,8.2,8.6,8.2,6.3,6.7,3.0,80.24000000000001,10.1283473,162.0,3.4,3.6,3.1,7.2,Pitcher vulnerability + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,643446,824955,693433.0,56,Jeff McNeil,Athletics,Seattle Mariners,Bryan Woo,2,Sutter Health Park,100.0,8.2,Strong,6.9,4.3,7.9,4.3,5.5,6.8,9.0,84.02,15.3478637,233.0,6.4,2.7,9.5,6.6,Lineup context + Pitcher vulnerability,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,660670,824870,,57,Ronald Acuña Jr.,Atlanta Braves,Philadelphia Phillies,TBD,2,Truist Park,100.0,8.1,Strong,8.7,5.5,5.5,5.5,5.5,6.5,9.0,78.98,3.4175405,157.0,7.2,8.0,8.1,7.3,Lineup context + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,663886,823737,,58,Tyler Stephenson,Cincinnati Reds,Milwaukee Brewers,TBD,5,American Family Field,88.0,8.1,Strong,9.0,5.5,5.5,5.5,5.0,6.7,6.0,82.4,9.8797989,288.0,7.6,10.0,9.9,6.4,Hitter skill + Recent power,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,669065,823819,607192.0,59,Kyle Stowers,Miami Marlins,Los Angeles Dodgers,Tyler Glasnow,6,loanDepot park,135.0,8.1,Strong,8.9,9.9,1.3,9.9,7.1,6.6,5.0,84.56,8.077823,93.0,6.4,6.9,7.8,9.9,Pitch-type matchup + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,673237,822927,693855.0,60,Yainer Diaz,Houston Astros,Tampa Bay Rays,Ian Seymour,5,Tropicana Field,107.0,8.0,Strong,5.1,8.0,9.9,8.0,5.8,5.8,6.0,86.53999999999999,2.485484,333.0,3.4,8.4,9.8,8.5,Pitcher vulnerability + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,807712,823657,682982.0,61,Luke Keaschall,Minnesota Twins,Cleveland Guardians,Daniel Espino,1,Target Field,113.0,8.0,Strong,6.5,7.6,5.4,7.6,6.1,6.8,10.0,73.94,12.924516800000001,307.0,3.4,2.7,4.3,6.8,Lineup context + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,703607,824955,693433.0,62,Henry Bolte,Athletics,Seattle Mariners,Bryan Woo,1,Sutter Health Park,100.0,8.0,Strong,5.1,6.5,7.9,6.5,5.5,6.8,10.0,84.02,15.3478637,233.0,9.2,4.7,5.1,4.2,Lineup context + Recent power,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,691002,822685,700712.0,63,Yohandy Morales,Washington Nationals,Los Angeles Angels,Walbert Ureña,6,Nationals Park,105.0,7.9,Strong,8.4,10.0,2.5,10.0,5.7,6.6,5.0,82.75999999999999,6.8972181,119.0,9.0,8.9,5.8,7.8,Pitch-type matchup + Recent power,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,694671,825035,694297.0,64,Wyatt Langford,Texas Rangers,Arizona Diamondbacks,Brandon Pfaadt,5,Chase Field,213.0,7.9,Strong,7.9,6.3,4.4,6.3,10.0,4.8,6.0,103.64,5.4059276999999994,240.0,6.4,1.6,4.7,5.9,Ballpark + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,687263,822685,674841.0,65,Zach Neto,Los Angeles Angels,Washington Nationals,Andrew Alvarez,1,Nationals Park,105.0,7.9,Strong,9.0,5.7,2.8,5.7,5.7,6.6,10.0,82.75999999999999,6.8972181,119.0,8.9,7.3,6.8,8.0,Lineup context + Hitter skill,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,665052,823819,607192.0,66,Griffin Conine,Miami Marlins,Los Angeles Dodgers,Tyler Glasnow,9,loanDepot park,135.0,7.8,Strong,9.5,8.1,1.3,8.1,7.1,6.6,2.0,84.56,8.077823,93.0,6.4,9.1,5.2,7.1,Hitter skill + Pitch-type matchup,True
2026-09-12,2026-09-12T05:56:49.149939+00:00,2026-09-10,projected_or_reconstructed,forecast_or_neutral,643376,825035,694297.0,67,Danny Jansen,Texas Rangers,Arizona Diamondbacks,Brandon Pfaadt,9,Chase Field,213.0,7.8,Strong,6.7,9.6,4.4,9.6,10.0,4.8,2.0,103.64,5.4059276999999994,240.0,8.5,8.2,5.1,3.0,Ballpark + Pitch-type matchup,True
