model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,input_model_rank,v2_score,ranking_score,v2_rank
85,Nathan Lukes,Toronto Blue Jays,Kansas City Royals,Daniel Lynch IV,8,Kauffman Stadium,168,7.4,Above average,6.8,9.3,6.2,9.3,8.6,5.5,3.0,96.98,8.2642343,177.0,3.8,5.0,2.3,3.0,Pitch-type matchup + Ballpark,False,58,0.5891666666666666,0.5891666666666666,85
86,Sal Stewart,Cincinnati Reds,Milwaukee Brewers,Shane Drohan,3,Great American Ball Park,81,7.3,Above average,7.1,8.2,4.2,8.2,4.6,5.4,8.0,94.82,4.349597,291.0,9.3,6.8,3.7,7.2,Recent power + Pitch-type matchup,False,106,0.5888888888888889,0.5888888888888889,86
87,Jazz Chisholm Jr.,New York Yankees,San Diego Padres,Walker Buehler,6,Petco Park,105,7.3,Above average,4.4,7.2,7.1,7.2,5.7,5.5,5.0,,,,7.4,7.2,7.4,6.8,Recent power + Pitch-type matchup,False,129,0.5883333333333333,0.5883333333333333,87
88,Max Muncy,Athletics,Seattle Mariners,Logan Gilbert,7,T-Mobile Park,37,7.3,Above average,9.0,6.2,5.7,6.2,2.7,5.5,4.0,,,,3.8,6.8,3.2,5.0,Hitter skill + Pitch-type matchup,False,95,0.5872222222222222,0.5872222222222222,88
89,Jake Bauers,Milwaukee Brewers,Cincinnati Reds,Rhett Lowder,2,Great American Ball Park,81,7.2,Above average,5.8,8.2,7.9,8.2,4.6,5.4,9.0,94.82,4.349597,291.0,3.8,2.6,2.3,3.4,Lineup context + Pitch-type matchup,False,84,0.5858333333333335,0.5858333333333335,89
90,Iván Herrera,St. Louis Cardinals,Colorado Rockies,Ryan Feltner,2,Coors Field,207,7.2,Above average,9.3,3.8,6.5,3.8,10.0,5.5,9.0,,,,3.8,2.1,3.8,4.9,Ballpark + Hitter skill,False,19,0.5841666666666668,0.5841666666666668,90
91,Cody Bellinger,New York Yankees,San Diego Padres,Walker Buehler,2,Petco Park,105,7.2,Above average,5.5,5.3,7.1,5.3,5.7,5.5,9.0,,,,3.8,9.8,7.6,5.8,Lineup context + Pitcher vulnerability,False,119,0.5830555555555557,0.5830555555555557,91
92,Vladimir Guerrero Jr.,Toronto Blue Jays,Kansas City Royals,Daniel Lynch IV,3,Kauffman Stadium,168,7.1,Above average,6.7,3.7,6.2,3.7,8.6,5.5,8.0,96.98,8.2642343,177.0,7.0,7.0,7.8,8.7,Ballpark + Lineup context,False,97,0.5825,0.5825,92
93,Brayan Rocchio,Cleveland Guardians,Detroit Tigers,Andrew Sears,9,Progressive Field,60,7.1,Above average,10.0,4.4,5.9,4.4,3.7,6.6,2.0,77.36,6.8972181,300.0,3.8,3.5,5.6,4.0,Hitter skill + Weather,False,63,0.5788888888888889,0.5788888888888889,93
94,Kevin McGonigle,Detroit Tigers,Cleveland Guardians,Foster Griffin,3,Progressive Field,60,7.1,Above average,7.9,6.8,4.5,6.8,3.7,6.6,8.0,77.36,6.8972181,300.0,3.8,7.7,5.9,6.1,Lineup context + Hitter skill,False,101,0.5777777777777778,0.5777777777777778,94
95,Munetaka Murakami,Chicago White Sox,Minnesota Twins,Zebby Matthews,3,Rate Field,69,7.1,Above average,5.3,7.1,7.3,7.1,4.1,5.5,8.0,,,,3.8,5.5,1.6,9.8,Lineup context + Pitcher vulnerability,False,125,0.5763888888888891,0.5763888888888891,95
96,Spencer Torkelson,Detroit Tigers,Cleveland Guardians,Foster Griffin,5,Progressive Field,60,7.0,Above average,9.3,5.9,4.5,5.9,3.7,6.6,6.0,77.36,6.8972181,300.0,8.5,4.4,1.9,5.5,Hitter skill + Recent power,False,61,0.5758333333333333,0.5758333333333333,96
97,Pete Alonso,Baltimore Orioles,Boston Red Sox,Ranger Suarez,4,Oriole Park at Camden Yards,110,7.0,Above average,6.3,8.4,2.6,8.4,6.0,6.5,7.0,83.12,3.4175405,279.0,7.4,9.2,8.9,9.8,Pitch-type matchup + Recent power,False,126,0.5750000000000001,0.5750000000000001,97
98,Randy Arozarena,Seattle Mariners,Athletics,Kade Morris,1,T-Mobile Park,37,7.0,Above average,1.4,8.4,9.3,8.4,2.7,5.5,10.0,,,,8.8,7.1,2.5,5.2,Lineup context + Pitcher vulnerability,False,158,0.5722222222222223,0.5722222222222223,98
99,Braden Montgomery,Chicago White Sox,Minnesota Twins,Zebby Matthews,6,Rate Field,69,6.9,Above average,8.6,3.9,7.3,3.9,4.1,5.5,5.0,,,,3.8,2.8,3.8,5.7,Hitter skill + Pitcher vulnerability,False,82,0.5719444444444445,0.5719444444444445,99
100,Josh Bell,Minnesota Twins,Chicago White Sox,Erick Fedde,5,Rate Field,69,6.9,Above average,8.8,4.8,5.4,4.8,4.1,5.5,6.0,,,,3.8,5.1,6.0,6.8,Hitter skill + Lineup context,False,103,0.5708333333333334,0.5708333333333334,100
101,Ben Malgeri,Detroit Tigers,Cleveland Guardians,Logan Allen,6,Progressive Field,60,6.9,Above average,5.6,3.2,9.6,3.2,3.7,6.6,5.0,73.75999999999999,7.3943149,195.0,3.8,4.4,5.2,5.9,Pitcher vulnerability + Weather,False,116,0.5680555555555554,0.5680555555555554,101
102,Ozzie Albies,Atlanta Braves,Philadelphia Phillies,Cristopher Sánchez,3,Citizens Bank Park,115,6.8,Above average,6.0,8.5,5.1,8.5,6.2,6.5,8.0,81.5,2.8583066,315.0,7.4,2.4,5.4,5.6,Pitch-type matchup + Lineup context,False,69,0.5677777777777779,0.5677777777777779,102
103,Cole Young,Seattle Mariners,Athletics,Kade Morris,6,T-Mobile Park,37,6.8,Above average,4.9,7.1,9.3,7.1,2.7,5.5,5.0,,,,3.8,3.5,2.3,2.7,Pitcher vulnerability + Pitch-type matchup,False,123,0.5674999999999999,0.5674999999999999,103
104,Agustín Ramírez,Miami Marlins,Chicago Cubs,Shota Imanaga,5,loanDepot park,135,6.8,Above average,7.7,1.5,9.0,1.5,7.1,6.5,6.0,83.12,3.2311292000000003,112.0,8.5,2.7,3.1,1.3,Pitcher vulnerability + Recent power,False,33,0.5661111111111111,0.5661111111111111,104
105,Seiya Suzuki,Chicago Cubs,Miami Marlins,Janson Junk,2,loanDepot park,135,6.7,Above average,7.6,8.6,3.7,8.6,7.1,6.5,9.0,83.12,3.2311292000000003,112.0,6.8,6.6,1.9,2.9,Lineup context + Pitch-type matchup,False,46,0.5622222222222223,0.5622222222222223,105
106,Gleyber Torres,Detroit Tigers,Cleveland Guardians,Logan Allen,1,Progressive Field,60,6.7,Above average,2.0,6.3,9.6,6.3,3.7,6.6,10.0,73.75999999999999,7.3943149,195.0,3.8,4.0,8.5,6.6,Lineup context + Pitcher vulnerability,False,156,0.5622222222222222,0.5622222222222222,106
107,Ketel Marte,Arizona Diamondbacks,Houston Astros,Cristian Javier,4,Daikin Park,111,6.7,Above average,6.6,4.8,6.8,4.8,6.0,5.5,7.0,,,,3.8,4.9,7.0,6.2,Lineup context + Pitcher vulnerability,False,104,0.5616666666666668,0.5616666666666668,107
108,Teoscar Hernández,Los Angeles Dodgers,Washington Nationals,Jackson Kent,3,UNIQLO Field at Dodger Stadium,124,6.6,Above average,9.2,5.8,1.3,5.8,6.6,5.5,8.0,,,,6.8,9.0,9.2,9.5,Hitter skill + Lineup context,False,102,0.5597222222222222,0.5597222222222222,108
109,Jose Altuve,Houston Astros,Arizona Diamondbacks,Merrill Kelly,4,Daikin Park,111,6.6,Above average,3.6,7.5,8.2,7.5,6.0,5.5,7.0,,,,7.4,2.6,6.3,2.6,Pitcher vulnerability + Pitch-type matchup,False,111,0.5569444444444445,0.5569444444444445,109
110,Matt McLain,Cincinnati Reds,Milwaukee Brewers,Shane Drohan,7,Great American Ball Park,81,6.6,Above average,9.4,6.9,4.2,6.9,4.6,5.4,4.0,94.82,4.349597,291.0,3.8,5.7,3.6,3.0,Hitter skill + Pitch-type matchup,False,92,0.5558333333333334,0.5558333333333334,110
111,Alec Burleson,St. Louis Cardinals,Colorado Rockies,Ryan Feltner,3,Coors Field,207,6.6,Above average,3.2,7.1,6.5,7.1,10.0,5.5,8.0,,,,3.8,6.1,9.6,9.3,Ballpark + Lineup context,False,142,0.555,0.555,111
112,Cedric Mullins,Tampa Bay Rays,Texas Rangers,Trevor Williams,7,Globe Life Field,94,6.5,Solid,3.5,8.3,7.6,8.3,5.2,5.5,4.0,96.62,7.456452,167.0,3.8,8.6,4.9,4.1,Pitch-type matchup + Pitcher vulnerability,False,159,0.5547222222222222,0.5547222222222222,112
113,Mauricio Dubón,Atlanta Braves,Philadelphia Phillies,Cristopher Sánchez,6,Citizens Bank Park,115,6.5,Solid,9.0,6.7,5.1,6.7,6.2,6.5,5.0,81.5,2.8583066,315.0,3.8,3.0,2.2,2.0,Hitter skill + Pitch-type matchup,False,42,0.5533333333333333,0.5533333333333333,113
114,Patrick Bailey,Cleveland Guardians,Detroit Tigers,Keider Montero,8,Progressive Field,60,6.5,Solid,6.5,7.8,4.0,7.8,3.7,6.6,3.0,73.75999999999999,7.3943149,195.0,9.1,5.9,5.3,7.5,Recent power + Pitch-type matchup,False,132,0.5530555555555555,0.5530555555555555,114
115,J.P. Crawford,Seattle Mariners,Athletics,Kade Morris,7,T-Mobile Park,37,6.4,Solid,8.1,2.2,9.3,2.2,2.7,5.5,4.0,,,,3.8,2.3,3.2,2.0,Pitcher vulnerability + Hitter skill,False,96,0.5527777777777777,0.5527777777777777,115
116,Andrés Chaparro,Washington Nationals,Los Angeles Dodgers,Blake Snell,2,UNIQLO Field at Dodger Stadium,124,6.4,Solid,7.2,9.8,1.3,9.8,6.6,5.5,9.0,,,,3.8,7.2,8.3,8.8,Pitch-type matchup + Lineup context,False,114,0.5491666666666667,0.5491666666666667,116
117,Chase DeLauter,Cleveland Guardians,Detroit Tigers,Keider Montero,2,Progressive Field,60,6.4,Solid,7.4,4.1,4.0,4.1,3.7,6.6,9.0,73.75999999999999,7.3943149,195.0,3.8,9.1,9.8,9.5,Lineup context + Hitter skill,False,147,0.5472222222222224,0.5472222222222224,117
118,Zach Neto,Los Angeles Angels,Pittsburgh Pirates,Jared Jones,1,PNC Park,74,6.3,Solid,4.1,7.7,4.8,7.7,4.3,6.5,10.0,78.8,2.7340324000000003,289.0,7.0,6.7,8.7,8.4,Lineup context + Pitch-type matchup,False,160,0.5461111111111111,0.5461111111111111,118
119,Donovan Walton,Athletics,Seattle Mariners,Logan Gilbert,8,T-Mobile Park,37,6.3,Solid,6.6,5.2,5.7,5.2,2.7,5.5,3.0,,,,8.7,5.2,7.4,6.0,Recent power + Hitter skill,False,152,0.5455555555555556,0.5455555555555556,119
120,Jo Adell,Cleveland Guardians,Detroit Tigers,Andrew Sears,4,Progressive Field,60,6.3,Solid,6.3,4.2,5.9,4.2,3.7,6.6,7.0,77.36,6.8972181,300.0,3.8,7.6,8.5,7.6,Lineup context + Weather,False,149,0.5450000000000002,0.5450000000000002,120
121,Jake Burger,Texas Rangers,Tampa Bay Rays,Nick Martinez,6,Globe Life Field,94,6.2,Solid,2.2,5.6,8.8,5.6,5.2,5.5,5.0,96.62,7.456452,167.0,3.8,9.2,7.6,7.7,Pitcher vulnerability + Pitch-type matchup,False,203,0.543888888888889,0.543888888888889,121
122,Liam Hicks,Tampa Bay Rays,Texas Rangers,Trevor Williams,4,Globe Life Field,94,6.2,Solid,8.0,3.3,7.6,3.3,5.2,5.5,7.0,96.62,7.456452,167.0,3.8,5.1,2.2,1.6,Hitter skill + Pitcher vulnerability,False,88,0.5425000000000001,0.5425000000000001,122
123,Hunter Goodman,Colorado Rockies,St. Louis Cardinals,Andre Pallante,3,Coors Field,207,6.2,Solid,5.8,9.6,2.0,9.6,10.0,5.5,8.0,,,,3.8,9.6,8.5,7.3,Ballpark + Pitch-type matchup,False,131,0.5405555555555556,0.5405555555555556,123
124,Brandon Lowe,Pittsburgh Pirates,Los Angeles Angels,Ryan Johnson,2,PNC Park,74,6.1,Solid,4.5,3.1,8.5,3.1,4.3,6.5,9.0,78.8,2.7340324000000003,289.0,8.8,5.0,4.2,6.0,Lineup context + Recent power,False,135,0.5402777777777777,0.5402777777777777,124
125,Max Kepler,Arizona Diamondbacks,Houston Astros,Cristian Javier,7,Daikin Park,111,6.1,Solid,3.1,7.5,6.8,7.5,6.0,5.5,4.0,,,,3.8,8.2,8.9,6.3,Pitch-type matchup + Pitcher vulnerability,False,170,0.5380555555555555,0.5380555555555555,125
126,Cooper Pratt,Milwaukee Brewers,Cincinnati Reds,Rhett Lowder,8,Great American Ball Park,81,6.1,Solid,8.1,2.6,7.9,2.6,4.6,5.4,3.0,94.82,4.349597,291.0,7.8,2.7,1.8,1.7,Hitter skill + Pitcher vulnerability,False,100,0.5347222222222223,0.5347222222222223,126
127,Taylor Trammell,Houston Astros,Arizona Diamondbacks,Merrill Kelly,7,Daikin Park,111,6.0,Solid,2.3,7.6,8.2,7.6,6.0,5.5,4.0,,,,3.8,6.2,4.7,7.8,Pitcher vulnerability + Pitch-type matchup,False,161,0.5344444444444444,0.5344444444444444,127
128,Jonah Heim,Athletics,Seattle Mariners,Logan Gilbert,6,T-Mobile Park,37,6.0,Solid,2.4,9.9,5.7,9.9,2.7,5.5,5.0,,,,8.0,5.4,7.5,7.5,Pitch-type matchup + Recent power,False,206,0.5319444444444444,0.5319444444444444,128
129,Juan Soto,New York Mets,San Francisco Giants,Matt Wilkinson,2,Citi Field,101,6.0,Solid,6.0,6.1,3.4,6.1,5.5,6.5,9.0,78.98,3.9146373,297.0,9.5,8.0,5.3,9.1,Recent power + Lineup context,False,133,0.5316666666666667,0.5316666666666667,129
130,Michael Busch,Chicago Cubs,Miami Marlins,Janson Junk,3,loanDepot park,135,6.0,Solid,9.1,5.7,3.7,5.7,7.1,6.5,8.0,83.12,3.2311292000000003,112.0,3.8,3.7,3.1,4.9,Hitter skill + Lineup context,False,54,0.5297222222222223,0.5297222222222223,130
131,Hao-Yu Lee,Detroit Tigers,Cleveland Guardians,Foster Griffin,2,Progressive Field,60,5.9,Solid,4.7,7.4,4.5,7.4,3.7,6.6,9.0,77.36,6.8972181,300.0,8.3,6.8,5.0,7.1,Lineup context + Recent power,False,154,0.5238888888888891,0.5238888888888891,131
132,Max Clark,Detroit Tigers,Cleveland Guardians,Foster Griffin,6,Progressive Field,60,5.9,Solid,7.1,7.0,4.5,7.0,3.7,6.6,5.0,77.36,6.8972181,300.0,3.8,1.5,9.1,4.2,Hitter skill + Pitch-type matchup,False,130,0.5238888888888888,0.5238888888888888,132
133,JJ Bleday,Cincinnati Reds,Milwaukee Brewers,Shane Drohan,6,Great American Ball Park,81,5.9,Solid,5.9,6.5,4.2,6.5,4.6,5.4,5.0,94.82,4.349597,291.0,7.8,8.8,6.2,5.7,Recent power + Pitch-type matchup,False,171,0.5225000000000001,0.5225000000000001,133
134,Adael Amador,Colorado Rockies,St. Louis Cardinals,Andre Pallante,8,Coors Field,207,5.8,Solid,8.2,7.2,2.0,7.2,10.0,5.5,3.0,,,,9.4,8.7,2.1,4.6,Ballpark + Recent power,False,91,0.5222222222222223,0.5222222222222223,134
135,Bryce Eldridge,San Francisco Giants,New York Mets,Nolan McLean,3,Citi Field,101,5.8,Solid,7.0,5.3,3.1,5.3,5.5,6.5,8.0,78.98,3.9146373,297.0,3.8,8.3,8.2,9.7,Lineup context + Hitter skill,False,146,0.5213888888888889,0.5213888888888889,135
136,Francisco Alvarez,New York Mets,San Francisco Giants,Matt Wilkinson,8,Citi Field,101,5.8,Solid,9.7,5.5,3.4,5.5,5.5,6.5,3.0,78.98,3.9146373,297.0,3.8,4.2,2.1,6.3,Hitter skill + Weather,False,83,0.52,0.52,136
137,Brayan Rocchio,Cleveland Guardians,Detroit Tigers,Keider Montero,9,Progressive Field,60,5.7,Solid,10.0,4.3,4.0,4.3,3.7,6.6,2.0,73.75999999999999,7.3943149,195.0,3.8,3.5,5.6,4.0,Hitter skill + Weather,False,105,0.5188888888888888,0.5188888888888888,137
138,Daulton Varsho,Houston Astros,Arizona Diamondbacks,Merrill Kelly,5,Daikin Park,111,5.7,Solid,2.8,4.9,8.2,4.9,6.0,5.5,6.0,,,,3.8,6.0,7.7,8.1,Pitcher vulnerability + Ballpark,False,174,0.518611111111111,0.518611111111111,138
139,Jeff McNeil,Athletics,Seattle Mariners,Logan Gilbert,2,T-Mobile Park,37,5.7,Solid,4.8,4.4,5.7,4.4,2.7,5.5,9.0,,,,6.6,8.6,8.8,7.2,Lineup context + Recent power,False,189,0.5183333333333334,0.5183333333333334,139
140,Chase Meidroth,Chicago White Sox,Minnesota Twins,Zebby Matthews,8,Rate Field,69,5.6,Solid,7.7,3.1,7.3,3.1,4.1,5.5,3.0,,,,3.8,2.9,3.9,3.6,Hitter skill + Pitcher vulnerability,False,128,0.5152777777777778,0.5152777777777778,140
141,Austin Hedges,Cleveland Guardians,Detroit Tigers,Andrew Sears,8,Progressive Field,60,5.6,Solid,5.8,7.4,5.9,7.4,3.7,6.6,3.0,77.36,6.8972181,300.0,8.5,2.5,2.1,2.2,Recent power + Pitch-type matchup,False,127,0.5144444444444445,0.5144444444444445,141
142,Carson Benge,New York Mets,San Francisco Giants,Matt Wilkinson,5,Citi Field,101,5.6,Solid,6.9,8.7,3.4,8.7,5.5,6.5,6.0,78.98,3.9146373,297.0,3.8,4.5,4.8,3.3,Pitch-type matchup + Hitter skill,False,113,0.5127777777777778,0.5127777777777778,142
143,Héctor Rodríguez,Cincinnati Reds,Milwaukee Brewers,Shane Drohan,8,Great American Ball Park,81,5.5,Solid,2.3,9.6,4.2,9.6,4.6,5.4,3.0,94.82,4.349597,291.0,8.9,7.4,9.6,8.9,Pitch-type matchup + Recent power,False,233,0.5122222222222222,0.5122222222222222,143
144,Carson Kelly,Chicago Cubs,Miami Marlins,Janson Junk,9,loanDepot park,135,5.5,Solid,7.2,6.6,3.7,6.6,7.1,6.5,2.0,83.12,3.2311292000000003,112.0,9.1,4.6,5.7,2.2,Recent power + Hitter skill,False,93,0.5116666666666666,0.5116666666666666,144
145,Jackson Chourio,Milwaukee Brewers,Cincinnati Reds,Rhett Lowder,3,Great American Ball Park,81,5.5,Solid,1.8,6.2,7.9,6.2,4.6,5.4,8.0,94.82,4.349597,291.0,6.6,6.8,5.6,7.2,Lineup context + Pitcher vulnerability,False,205,0.511388888888889,0.511388888888889,145
146,Derek Hill,Philadelphia Phillies,Atlanta Braves,Chris Sale,9,Citizens Bank Park,115,5.5,Solid,7.1,9.2,1.7,9.2,6.2,6.5,2.0,81.5,2.8583066,315.0,3.8,7.8,8.4,4.1,Pitch-type matchup + Hitter skill,False,136,0.5097222222222222,0.5097222222222222,146
147,Drake Baldwin,Atlanta Braves,Philadelphia Phillies,Cristopher Sánchez,2,Citizens Bank Park,115,5.4,Neutral,4.2,5.4,5.1,5.4,6.2,6.5,9.0,81.5,2.8583066,315.0,3.8,8.2,8.4,9.2,Lineup context + Weather,False,165,0.5091666666666667,0.5091666666666667,147
148,Ernie Clement,Toronto Blue Jays,Kansas City Royals,Daniel Lynch IV,7,Kauffman Stadium,168,5.4,Neutral,8.3,4.6,6.2,4.6,8.6,5.5,4.0,96.98,8.2642343,177.0,3.8,1.5,1.5,1.2,Ballpark + Hitter skill,False,64,0.5083333333333333,0.5083333333333333,148
149,Nathaniel Lowe,Cleveland Guardians,Detroit Tigers,Keider Montero,5,Progressive Field,60,5.4,Neutral,6.7,5.8,4.0,5.8,3.7,6.6,6.0,73.75999999999999,7.3943149,195.0,7.8,6.2,5.4,4.4,Recent power + Hitter skill,False,144,0.5058333333333334,0.5058333333333334,149
150,José Ramírez,Cleveland Guardians,Detroit Tigers,Andrew Sears,3,Progressive Field,60,5.3,Neutral,5.7,3.8,5.9,3.8,3.7,6.6,8.0,77.36,6.8972181,300.0,7.4,1.5,7.7,7.6,Lineup context + Recent power,False,151,0.5050000000000001,0.5050000000000001,150
151,Josh Naylor,Seattle Mariners,Athletics,Kade Morris,5,T-Mobile Park,37,5.3,Neutral,4.5,3.2,9.3,3.2,2.7,5.5,6.0,,,,3.8,3.0,7.2,2.1,Pitcher vulnerability + Lineup context,False,167,0.5044444444444445,0.5044444444444445,151
152,Javier Báez,Detroit Tigers,Cleveland Guardians,Logan Allen,9,Progressive Field,60,5.3,Neutral,4.6,1.5,9.6,1.5,3.7,6.6,2.0,73.75999999999999,7.3943149,195.0,3.8,4.8,8.0,3.1,Pitcher vulnerability + Weather,False,169,0.5011111111111112,0.5011111111111112,152
153,Andrew Benintendi,Chicago White Sox,Minnesota Twins,Zebby Matthews,4,Rate Field,69,5.2,Neutral,1.4,7.0,7.3,7.0,4.1,5.5,7.0,,,,3.8,8.3,6.5,8.9,Pitcher vulnerability + Pitch-type matchup,False,227,0.5011111111111112,0.5011111111111112,153
154,Max Muncy,Los Angeles Dodgers,Washington Nationals,Jackson Kent,5,UNIQLO Field at Dodger Stadium,124,5.2,Neutral,6.9,8.9,1.3,8.9,6.6,5.5,6.0,,,,3.8,8.0,6.8,7.0,Pitch-type matchup + Hitter skill,False,143,0.5011111111111111,0.5011111111111111,154
155,Alec Bohm,Philadelphia Phillies,Atlanta Braves,Chris Sale,5,Citizens Bank Park,115,5.2,Neutral,9.2,5.6,1.7,5.6,6.2,6.5,6.0,81.5,2.8583066,315.0,3.8,8.5,6.7,3.5,Hitter skill + Weather,False,109,0.5002777777777777,0.5002777777777777,155
156,George Lombard Jr.,New York Yankees,San Diego Padres,Walker Buehler,7,Petco Park,105,5.1,Neutral,1.8,9.7,7.1,9.7,5.7,5.5,4.0,,,,3.8,4.5,5.5,3.5,Pitch-type matchup + Pitcher vulnerability,False,180,0.4980555555555556,0.4980555555555556,156
157,Mike Trout,Los Angeles Angels,Pittsburgh Pirates,Jared Jones,2,PNC Park,74,5.1,Neutral,7.6,5.1,4.8,5.1,4.3,6.5,9.0,78.8,2.7340324000000003,289.0,3.8,5.3,2.0,3.1,Lineup context + Hitter skill,False,121,0.4977777777777777,0.4977777777777777,157
158,Angel Genao,Cleveland Guardians,Detroit Tigers,Andrew Sears,7,Progressive Field,60,5.1,Neutral,5.3,2.4,5.9,2.4,3.7,6.6,4.0,77.36,6.8972181,300.0,8.3,4.9,9.3,9.2,Recent power + Weather,False,185,0.49722222222222223,0.49722222222222223,158
159,Konnor Griffin,Pittsburgh Pirates,Los Angeles Angels,Ryan Johnson,6,PNC Park,74,5.0,Neutral,4.3,1.5,8.5,1.5,4.3,6.5,5.0,78.8,2.7340324000000003,289.0,3.8,5.4,8.7,6.8,Pitcher vulnerability + Weather,False,186,0.49638888888888894,0.49638888888888894,159
160,Travis Bazzana,Cleveland Guardians,Detroit Tigers,Keider Montero,7,Progressive Field,60,5.0,Neutral,7.6,3.9,4.0,3.9,3.7,6.6,4.0,73.75999999999999,7.3943149,195.0,8.6,4.4,7.2,4.7,Recent power + Hitter skill,False,145,0.49444444444444446,0.49444444444444446,160
161,Trea Turner,Philadelphia Phillies,Atlanta Braves,Chris Sale,2,Citizens Bank Park,115,5.0,Neutral,9.6,6.8,1.7,6.8,6.2,6.5,9.0,81.5,2.8583066,315.0,3.8,4.8,2.4,2.6,Hitter skill + Lineup context,False,66,0.49361111111111106,0.49361111111111106,161
162,Marcus Semien,New York Mets,San Francisco Giants,Matt Wilkinson,6,Citi Field,101,5.0,Neutral,8.2,8.0,3.4,8.0,5.5,6.5,5.0,78.98,3.9146373,297.0,3.8,1.5,1.5,2.0,Hitter skill + Pitch-type matchup,False,86,0.49027777777777776,0.49027777777777776,162
163,Ryan Waldschmidt,Arizona Diamondbacks,Houston Astros,Cristian Javier,9,Daikin Park,111,4.9,Neutral,8.5,2.9,6.8,2.9,6.0,5.5,2.0,,,,3.8,1.5,1.2,1.9,Hitter skill + Pitcher vulnerability,False,87,0.4886111111111111,0.4886111111111111,163
164,Bo Bichette,New York Mets,San Francisco Giants,Matt Wilkinson,3,Citi Field,101,4.9,Neutral,8.8,3.3,3.4,3.3,5.5,6.5,8.0,78.98,3.9146373,297.0,3.8,5.8,5.2,5.3,Hitter skill + Lineup context,False,115,0.4866666666666667,0.4866666666666667,164
165,Kyle Teel,Chicago White Sox,Minnesota Twins,Zebby Matthews,9,Rate Field,69,4.9,Neutral,2.7,6.7,7.3,6.7,4.1,5.5,2.0,,,,3.8,5.3,6.2,6.5,Pitcher vulnerability + Pitch-type matchup,False,218,0.4858333333333334,0.4858333333333334,165
166,Jackson Holliday,Baltimore Orioles,Boston Red Sox,Ranger Suarez,7,Oriole Park at Camden Yards,110,4.8,Neutral,8.4,5.2,2.6,5.2,6.0,6.5,4.0,83.12,3.4175405,279.0,7.4,4.7,6.8,2.4,Hitter skill + Recent power,False,117,0.48500000000000004,0.48500000000000004,166
167,Jo Adell,Cleveland Guardians,Detroit Tigers,Keider Montero,4,Progressive Field,60,4.8,Neutral,6.3,4.1,4.0,4.1,3.7,6.6,7.0,73.75999999999999,7.3943149,195.0,3.8,7.6,8.5,7.6,Lineup context + Weather,False,181,0.485,0.485,167
168,CJ Abrams,Washington Nationals,Los Angeles Dodgers,Blake Snell,4,UNIQLO Field at Dodger Stadium,124,4.8,Neutral,9.4,8.2,1.3,8.2,6.6,5.5,7.0,,,,3.8,1.5,2.8,3.7,Hitter skill + Pitch-type matchup,False,77,0.4830555555555555,0.4830555555555555,168
169,Tim Tawa,Arizona Diamondbacks,Houston Astros,Cristian Javier,8,Daikin Park,111,4.7,Neutral,1.6,7.3,6.8,7.3,6.0,5.5,3.0,,,,3.8,8.8,6.9,6.2,Pitch-type matchup + Pitcher vulnerability,False,217,0.4813888888888889,0.4813888888888889,169
170,Bryce Harper,Philadelphia Phillies,Atlanta Braves,Chris Sale,3,Citizens Bank Park,115,4.7,Neutral,5.9,8.7,1.7,8.7,6.2,6.5,8.0,81.5,2.8583066,315.0,3.8,7.0,5.0,7.9,Pitch-type matchup + Lineup context,False,150,0.4811111111111111,0.4811111111111111,170
171,Nick Sogard,Boston Red Sox,Baltimore Orioles,Shane Baz,5,Oriole Park at Camden Yards,110,4.7,Neutral,8.0,5.2,2.3,5.2,6.0,6.5,6.0,83.12,3.4175405,279.0,7.8,6.5,3.0,5.6,Hitter skill + Recent power,False,124,0.47916666666666663,0.47916666666666663,171
172,Kyle Isbel,Kansas City Royals,Toronto Blue Jays,Jameson Taillon,9,Kauffman Stadium,168,4.6,Neutral,1.9,3.7,9.9,3.7,8.6,5.5,2.0,96.98,8.2642343,177.0,3.8,5.4,4.2,4.7,Pitcher vulnerability + Ballpark,False,183,0.4766666666666668,0.4766666666666668,172
173,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,Chris Sale,1,Citizens Bank Park,115,4.6,Neutral,5.2,8.5,1.7,8.5,6.2,6.5,10.0,81.5,2.8583066,315.0,3.8,8.4,4.6,9.0,Lineup context + Pitch-type matchup,False,163,0.47500000000000003,0.47500000000000003,173
174,TJ Rumfield,Colorado Rockies,St. Louis Cardinals,Andre Pallante,4,Coors Field,207,4.6,Neutral,9.9,3.3,2.0,3.3,10.0,5.5,7.0,,,,7.4,6.5,2.7,2.8,Ballpark + Hitter skill,False,80,0.47472222222222227,0.47472222222222227,174
175,Ty France,San Diego Padres,New York Yankees,Max Fried,4,Petco Park,105,4.5,Below average,6.6,6.0,2.8,6.0,5.7,5.5,7.0,,,,8.9,3.5,5.8,6.0,Recent power + Lineup context,False,148,0.4747222222222222,0.4747222222222222,175
