target_date,generated_at_utc,history_through,board_mode,weather_source,batter,game_pk,opposing_pitcher_id,model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,production_score,ranking_score
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,695600,824140,664299,18,Carter Jensen,Kansas City Royals,Houston Astros,Cristian Javier,1,Daikin Park,111,9.4,Excellent,8.8,7.7,6.6,7.7,6.0,5.5,10.0,,,,9.4,9.2,4.1,9.6,Lineup context + Recent power,True,0.7479166666666668,0.7479166666666668
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,663457,825031,687473,19,Lars Nootbaar,Arizona Diamondbacks,Miami Marlins,Ryan Gusto,1,Chase Field,213,9.4,Excellent,9.9,6.0,5.0,6.0,10.0,5.5,10.0,,,,7.8,9.4,9.0,9.0,Ballpark + Lineup context,True,0.7461111111111112,0.7461111111111112
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,691718,824626,702275,20,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,JR Ritchie,1,Wrigley Field,107,9.3,Excellent,10.0,9.4,3.8,9.4,5.8,6.0,10.0,66.02,7.2079036,355.0,5.9,9.2,8.9,9.5,Hitter skill + Lineup context,True,0.7451388888888889,0.7451388888888889
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,668804,823332,701656,21,Bryan Reynolds,Pittsburgh Pirates,Milwaukee Brewers,Logan Henderson,3,PNC Park,74,9.3,Excellent,6.0,8.8,9.4,8.8,4.3,6.5,8.0,83.3,2.7340324000000003,55.0,6.3,9.2,9.3,9.7,Pitcher vulnerability + Pitch-type matchup,True,0.7448611111111111,0.7448611111111111
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,661388,823332,683003,22,William Contreras,Milwaukee Brewers,Pittsburgh Pirates,Jared Jones,4,PNC Park,74,9.2,Excellent,9.8,2.2,8.5,2.2,4.3,6.5,7.0,83.3,2.7340324000000003,55.0,9.7,8.7,9.5,9.0,Hitter skill + Recent power,True,0.7409722222222223,0.7409722222222223
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,596019,823576,605135,23,Francisco Lindor,New York Mets,Baltimore Orioles,Chris Bassitt,1,Citi Field,101,9.2,Excellent,7.9,9.9,6.0,9.9,5.5,6.6,10.0,71.6,8.2642343,161.0,8.6,6.9,7.2,8.6,Lineup context + Pitch-type matchup,True,0.7370833333333334,0.7370833333333334
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,691406,822926,669620,24,Junior Caminero,Tampa Bay Rays,Athletics,Brady Basso,3,Tropicana Field,107,9.2,Excellent,8.5,8.9,5.3,8.9,5.8,6.8,8.0,81.5,13.2352023,62.0,9.3,8.9,8.6,9.8,Recent power + Pitch-type matchup,True,0.7347222222222222,0.7347222222222222
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,663656,824467,671096,25,Kyle Tucker,Los Angeles Dodgers,Cincinnati Reds,Andrew Abbott,4,Great American Ball Park,81,9.1,Excellent,7.9,9.0,8.0,9.0,4.6,5.4,7.0,93.02,5.592339,265.0,9.1,8.8,4.5,5.2,Recent power + Pitch-type matchup,True,0.7338888888888889,0.7338888888888889
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,665953,822680,554430,26,Andrés Chaparro,Washington Nationals,Philadelphia Phillies,Zack Wheeler,2,Nationals Park,105,9.1,Excellent,9.5,9.0,4.1,9.0,5.7,6.5,9.0,81.5,4.1010486,209.0,8.0,7.8,9.9,9.2,Hitter skill + Pitch-type matchup,True,0.7326388888888887,0.7326388888888887
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,663728,823979,579328,27,Cal Raleigh,Seattle Mariners,Los Angeles Angels,Yusei Kikuchi,4,Angel Stadium,101,9.1,Excellent,7.5,9.6,7.0,9.6,5.5,5.5,7.0,,,,5.6,9.7,7.6,9.7,Pitch-type matchup + Hitter skill,True,0.7291666666666666,0.7291666666666666
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,688363,825031,518876,28,Graham Pauley,Miami Marlins,Arizona Diamondbacks,Merrill Kelly,8,Chase Field,213,9.0,Excellent,5.6,9.3,9.8,9.3,10.0,5.5,3.0,,,,9.8,8.5,5.6,5.4,Ballpark + Pitcher vulnerability,True,0.727638888888889,0.727638888888889
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,800543,824467,671096,29,Josue De Paula,Los Angeles Dodgers,Cincinnati Reds,Andrew Abbott,1,Great American Ball Park,81,9.0,Excellent,8.2,5.2,8.0,5.2,4.6,5.4,10.0,93.02,5.592339,265.0,7.5,9.4,7.1,9.9,Lineup context + Hitter skill,True,0.7234722222222223,0.7234722222222223
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,665742,823576,605135,30,Juan Soto,New York Mets,Baltimore Orioles,Chris Bassitt,2,Citi Field,101,9.0,Excellent,7.6,9.9,6.0,9.9,5.5,6.6,9.0,71.6,8.2642343,161.0,5.6,7.5,7.5,9.9,Pitch-type matchup + Lineup context,True,0.7181944444444445,0.7181944444444445
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,606192,824467,671096,31,Teoscar Hernández,Los Angeles Dodgers,Cincinnati Reds,Andrew Abbott,5,Great American Ball Park,81,8.9,Excellent,9.1,8.3,5.4,8.3,4.6,5.4,6.0,93.02,5.592339,265.0,9.4,9.9,6.8,9.5,Recent power + Hitter skill,True,0.7177777777777777,0.7177777777777777
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,686469,824140,664299,32,Vinnie Pasquantino,Kansas City Royals,Houston Astros,Cristian Javier,5,Daikin Park,111,8.9,Excellent,8.0,7.4,6.6,7.4,6.0,5.5,6.0,,,,8.0,9.6,9.5,9.2,Hitter skill + Recent power,True,0.7106944444444445,0.7106944444444445
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,571448,825031,687473,33,Nolan Arenado,Arizona Diamondbacks,Miami Marlins,Ryan Gusto,6,Chase Field,213,8.9,Excellent,7.6,7.1,7.9,7.1,10.0,5.5,5.0,,,,9.4,3.4,8.1,6.7,Ballpark + Recent power,True,0.7088888888888889,0.7088888888888889
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,672515,825031,687473,34,Gabriel Moreno,Arizona Diamondbacks,Miami Marlins,Ryan Gusto,3,Chase Field,213,8.8,Excellent,7.8,6.6,7.9,6.6,10.0,5.5,8.0,,,,8.6,5.2,4.5,5.1,Ballpark + Recent power,True,0.706388888888889,0.706388888888889
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,687401,823332,683003,35,Joey Ortiz,Milwaukee Brewers,Pittsburgh Pirates,Jared Jones,8,PNC Park,74,8.8,Excellent,8.0,7.2,8.5,7.2,4.3,6.5,3.0,83.3,2.7340324000000003,55.0,7.1,3.6,8.6,8.6,Pitcher vulnerability + Hitter skill,True,0.7045833333333332,0.7045833333333332
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,668227,823979,579328,36,Randy Arozarena,Seattle Mariners,Los Angeles Angels,Yusei Kikuchi,2,Angel Stadium,101,8.7,Excellent,8.1,8.5,7.0,8.5,5.5,5.5,9.0,,,,9.8,4.5,3.9,4.5,Recent power + Lineup context,True,0.7006944444444444,0.7006944444444444
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,622268,822926,607259,37,Donovan Walton,Athletics,Tampa Bay Rays,Nick Martinez,6,Tropicana Field,107,8.7,Excellent,6.4,8.3,9.2,8.3,5.8,6.8,5.0,81.5,13.2352023,62.0,7.8,5.8,5.3,6.4,Pitcher vulnerability + Pitch-type matchup,True,0.6993055555555556,0.6993055555555556
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,669394,822846,687562,38,Jake Burger,Texas Rangers,Boston Red Sox,Jake Bennett,4,Globe Life Field,94,8.7,Excellent,6.0,9.8,9.0,9.8,5.2,5.5,7.0,,,,3.2,9.3,3.6,7.6,Pitch-type matchup + Pitcher vulnerability,True,0.6993055555555555,0.6993055555555555
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,664761,822680,688692,39,Alec Bohm,Philadelphia Phillies,Washington Nationals,Jared Simpson,5,Nationals Park,105,8.6,Excellent,8.3,9.2,5.8,9.2,5.7,6.5,6.0,81.5,4.1010486,209.0,3.2,6.8,9.5,8.4,Pitch-type matchup + Hitter skill,True,0.6973611111111111,0.6973611111111111
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,672960,822763,672456,40,Kazuma Okamoto,Toronto Blue Jays,Detroit Tigers,Keider Montero,6,Rogers Centre,69,8.6,Excellent,9.5,9.4,3.4,9.4,4.1,6.6,5.0,74.66,5.4680648000000005,145.0,10.0,9.8,7.6,8.1,Recent power + Hitter skill,True,0.6918055555555556,0.6918055555555556
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,605141,824467,671096,41,Mookie Betts,Los Angeles Dodgers,Cincinnati Reds,Andrew Abbott,3,Great American Ball Park,81,8.6,Excellent,9.9,6.4,5.4,6.4,4.6,5.4,8.0,93.02,5.592339,265.0,6.3,7.0,5.0,9.1,Hitter skill + Lineup context,True,0.6897222222222223,0.6897222222222223
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,682987,823655,805673,42,Spencer Jones,New York Yankees,Minnesota Twins,Zebby Matthews,5,Target Field,113,8.5,Strong,7.1,6.5,8.3,6.5,6.1,6.0,6.0,69.98,6.5243955,121.0,7.1,7.4,5.4,8.9,Pitcher vulnerability + Hitter skill,True,0.685,0.685
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,645277,824626,684007,43,Ozzie Albies,Atlanta Braves,Chicago Cubs,Shota Imanaga,8,Wrigley Field,107,8.5,Strong,6.2,8.0,9.9,8.0,5.8,6.0,3.0,66.02,7.2079036,355.0,5.9,3.1,7.0,7.2,Pitcher vulnerability + Pitch-type matchup,True,0.6827777777777778,0.6827777777777778
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,621566,824626,684007,44,Matt Olson,Atlanta Braves,Chicago Cubs,Shota Imanaga,3,Wrigley Field,107,8.5,Strong,7.5,3.2,8.6,3.2,5.8,6.0,8.0,66.02,7.2079036,355.0,8.9,7.0,9.7,7.6,Recent power + Pitcher vulnerability,True,0.6794444444444444,0.6794444444444444
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,676551,824626,684007,45,Brewer Hicklen,Atlanta Braves,Chicago Cubs,Shota Imanaga,9,Wrigley Field,107,8.4,Strong,6.5,7.6,9.9,7.6,5.8,6.0,2.0,66.02,7.2079036,355.0,3.2,4.8,5.4,9.3,Pitcher vulnerability + Pitch-type matchup,True,0.6784722222222221,0.6784722222222221
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,691002,822680,554430,46,Yohandy Morales,Washington Nationals,Philadelphia Phillies,Zack Wheeler,4,Nationals Park,105,8.4,Strong,8.5,8.6,4.1,8.6,5.7,6.5,7.0,81.5,4.1010486,209.0,7.8,7.8,9.0,8.5,Pitch-type matchup + Hitter skill,True,0.6740277777777777,0.6740277777777777
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,666176,824382,641743,47,Jo Adell,Cleveland Guardians,Chicago White Sox,Anthony Kay,3,Progressive Field,60,8.4,Strong,6.9,8.9,7.2,8.9,3.7,6.6,8.0,79.88,5.592339,299.0,9.1,3.4,5.6,7.0,Recent power + Pitch-type matchup,False,0.6734722222222221,0.6734722222222221
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,703607,822926,607259,48,Henry Bolte,Athletics,Tampa Bay Rays,Nick Martinez,1,Tropicana Field,107,8.3,Strong,9.4,1.6,7.7,1.6,5.8,6.8,10.0,81.5,13.2352023,62.0,6.8,6.2,5.0,6.5,Lineup context + Hitter skill,True,0.6704166666666667,0.6704166666666667
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,656811,823332,701656,49,Ryan O'Hearn,Pittsburgh Pirates,Milwaukee Brewers,Logan Henderson,6,PNC Park,74,8.3,Strong,5.8,8.1,9.4,8.1,4.3,6.5,5.0,83.3,2.7340324000000003,55.0,7.5,3.5,7.1,6.9,Pitcher vulnerability + Pitch-type matchup,True,0.6702777777777778,0.6702777777777778
2026-09-16,2026-09-16T14:41:11.292579+00:00,2026-09-15,projected_or_reconstructed,forecast_or_neutral,673962,822846,687562,50,Josh Jung,Texas Rangers,Boston Red Sox,Jake Bennett,3,Globe Life Field,94,8.2,Strong,6.5,6.3,9.0,6.3,5.2,5.5,8.0,,,,3.2,6.3,8.0,6.9,Pitcher vulnerability + Lineup context,True,0.6661111111111111,0.6661111111111111
