model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,input_model_rank,v2_score,ranking_score,v2_rank
24,Harry Ford,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,7,UNIQLO Field at Dodger Stadium,124,9.2,Excellent,9.1,5.9,9.3,5.9,6.6,5.5,4.0,,,,8.0,8.7,2.1,2.8,Pitcher vulnerability + Hitter skill,False,12,0.7205555555555555,0.7205555555555555,24
25,Francisco Lindor,New York Mets,San Francisco Giants,Cesar Perdomo,1,Citi Field,101,9.2,Excellent,4.3,7.9,9.6,7.9,5.5,6.5,10.0,73.58,3.728226,9.0,8.8,7.9,7.2,9.6,Lineup context + Pitcher vulnerability,False,51,0.7205555555555555,0.7205555555555555,25
26,CJ Abrams,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,4,UNIQLO Field at Dodger Stadium,124,9.2,Excellent,9.7,7.0,9.3,7.0,6.6,5.5,7.0,,,,3.4,3.0,2.0,4.0,Hitter skill + Pitcher vulnerability,False,7,0.7158333333333333,0.7158333333333333,26
27,Manny Machado,San Diego Padres,New York Yankees,Gerrit Cole,3,Petco Park,105,9.1,Excellent,9.9,9.3,6.3,9.3,5.7,5.5,8.0,,,,6.9,2.9,6.5,3.4,Hitter skill + Pitch-type matchup,False,15,0.7152777777777779,0.7152777777777779,27
28,Ty France,San Diego Padres,New York Yankees,Gerrit Cole,4,Petco Park,105,9.1,Excellent,9.4,9.1,6.3,9.1,5.7,5.5,7.0,,,,6.9,3.6,5.9,6.8,Hitter skill + Pitch-type matchup,False,28,0.7141666666666668,0.7141666666666668,28
29,Nolan Gorman,St. Louis Cardinals,Colorado Rockies,Tanner Gordon,7,Coors Field,207,9.1,Excellent,8.5,5.8,9.0,5.8,10.0,5.9,4.0,87.26,4.349597,46.0,3.4,7.5,3.0,9.1,Ballpark + Pitcher vulnerability,False,26,0.7122222222222224,0.7122222222222224,29
30,Dylan Crews,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,2,UNIQLO Field at Dodger Stadium,124,9.0,Excellent,7.6,6.1,9.3,6.1,6.6,5.5,9.0,,,,3.4,4.8,7.3,7.2,Pitcher vulnerability + Lineup context,False,32,0.7027777777777778,0.7027777777777778,30
31,Justin Foscue,Texas Rangers,Tampa Bay Rays,Ian Seymour,3,Globe Life Field,94,9.0,Excellent,9.5,3.7,8.1,3.7,5.2,5.3,8.0,96.08,3.9767744,72.0,8.8,6.1,6.6,8.1,Hitter skill + Recent power,False,39,0.7027777777777778,0.7027777777777778,31
32,Ezequiel Duran,Texas Rangers,Tampa Bay Rays,Ian Seymour,1,Globe Life Field,94,9.0,Excellent,5.8,8.0,8.1,8.0,5.2,5.3,10.0,96.08,3.9767744,72.0,9.4,6.3,7.7,7.9,Lineup context + Recent power,False,53,0.6986111111111112,0.6986111111111112,32
33,Carson Benge,New York Mets,San Francisco Giants,Cesar Perdomo,4,Citi Field,101,8.9,Excellent,7.2,9.1,9.6,9.1,5.5,6.5,7.0,73.58,3.728226,9.0,3.4,2.8,3.4,2.3,Pitcher vulnerability + Pitch-type matchup,False,30,0.6961111111111111,0.6961111111111111,33
34,Nick Loftin,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,6,Kauffman Stadium,168,8.9,Excellent,9.5,5.1,8.7,5.1,8.6,5.3,5.0,92.12,2.7340324000000003,159.0,8.0,3.0,1.8,7.1,Hitter skill + Pitcher vulnerability,False,16,0.6955555555555555,0.6955555555555555,34
35,Luis García Jr.,New York Yankees,San Diego Padres,Michael King,3,Petco Park,105,8.9,Excellent,9.2,9.6,5.1,9.6,5.7,5.5,8.0,,,,3.4,6.5,6.8,7.1,Pitch-type matchup + Hitter skill,False,38,0.6877777777777778,0.6877777777777778,35
36,Andrés Chaparro,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,3,UNIQLO Field at Dodger Stadium,124,8.8,Excellent,3.0,9.9,9.3,9.9,6.6,5.5,8.0,,,,3.4,7.0,9.1,9.5,Pitch-type matchup + Pitcher vulnerability,False,74,0.6811111111111112,0.6811111111111112,36
37,Logan O'Hoppe,Texas Rangers,Tampa Bay Rays,Ian Seymour,7,Globe Life Field,94,8.8,Excellent,7.5,6.3,8.1,6.3,5.2,5.3,4.0,96.08,3.9767744,72.0,3.4,6.1,9.3,9.7,Pitcher vulnerability + Hitter skill,False,66,0.6805555555555556,0.6805555555555556,37
38,Matt Olson,Atlanta Braves,Philadelphia Phillies,Aaron Nola,3,Citizens Bank Park,115,8.8,Excellent,6.1,7.7,8.4,7.7,6.2,6.6,8.0,77.18,5.530201900000001,24.0,3.4,7.8,6.5,7.3,Pitcher vulnerability + Lineup context,False,43,0.6797222222222223,0.6797222222222223,38
39,Héctor Rodríguez,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,9,Great American Ball Park,81,8.7,Excellent,2.1,10.0,9.9,10.0,4.6,6.6,2.0,78.25999999999999,8.2642343,50.0,6.3,7.3,9.5,8.9,Pitch-type matchup + Pitcher vulnerability,False,103,0.6769444444444445,0.6769444444444445,39
40,Matt McLain,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,7,Great American Ball Park,81,8.7,Excellent,8.0,3.5,9.9,3.5,4.6,6.6,4.0,78.25999999999999,8.2642343,50.0,9.7,6.7,4.4,3.4,Pitcher vulnerability + Recent power,False,36,0.6766666666666667,0.6766666666666667,40
41,Junior Caminero,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,3,Globe Life Field,94,8.7,Excellent,6.8,8.8,6.0,8.8,5.2,5.3,8.0,96.08,3.9767744,72.0,6.1,7.1,9.0,9.9,Pitch-type matchup + Lineup context,False,71,0.6766666666666667,0.6766666666666667,41
42,Jackson Merrill,San Diego Padres,New York Yankees,Gerrit Cole,5,Petco Park,105,8.6,Excellent,8.6,7.0,6.3,7.0,5.7,5.5,6.0,,,,3.4,9.0,8.4,7.4,Hitter skill + Pitch-type matchup,False,50,0.6761111111111111,0.6761111111111111,42
43,Colt Keith,Detroit Tigers,Cleveland Guardians,Gavin Williams,3,Progressive Field,60,8.6,Excellent,6.9,7.4,7.5,7.4,3.7,6.7,8.0,74.3,10.0662102,46.0,3.4,7.5,8.0,8.6,Lineup context + Pitcher vulnerability,False,59,0.6761111111111111,0.6761111111111111,43
44,Yandy Díaz,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,1,Globe Life Field,94,8.6,Excellent,9.6,4.8,6.0,4.8,5.2,5.3,10.0,96.08,3.9767744,72.0,6.1,7.5,8.6,8.7,Lineup context + Hitter skill,False,48,0.6755555555555556,0.6755555555555556,44
45,Iván Herrera,St. Louis Cardinals,Colorado Rockies,Tanner Gordon,2,Coors Field,207,8.5,Strong,7.4,5.1,9.0,5.1,10.0,5.9,9.0,87.26,4.349597,46.0,8.7,3.9,4.0,5.1,Ballpark + Pitcher vulnerability,False,21,0.6747222222222224,0.6747222222222224,45
46,Coby Mayo,Baltimore Orioles,Boston Red Sox,Payton Tolle,3,Oriole Park at Camden Yards,110,8.5,Strong,7.9,9.2,6.6,9.2,6.0,6.5,8.0,78.98,4.8466938,34.0,3.4,9.1,4.0,3.2,Pitch-type matchup + Lineup context,False,37,0.6733333333333333,0.6733333333333333,46
47,Juan Soto,New York Mets,San Francisco Giants,Cesar Perdomo,2,Citi Field,101,8.5,Strong,5.5,4.5,9.6,4.5,5.5,6.5,9.0,73.58,3.728226,9.0,7.8,8.0,5.6,9.6,Pitcher vulnerability + Lineup context,False,58,0.6711111111111111,0.6711111111111111,47
48,Drake Baldwin,Atlanta Braves,Philadelphia Phillies,Aaron Nola,1,Citizens Bank Park,115,8.4,Strong,7.9,3.3,8.4,3.3,6.2,6.6,10.0,77.18,5.530201900000001,24.0,3.4,8.2,7.8,9.0,Lineup context + Pitcher vulnerability,False,40,0.6686111111111112,0.6686111111111112,48
49,Dane Myers,Cincinnati Reds,Milwaukee Brewers,Kyle Harrison,1,Great American Ball Park,81,8.4,Strong,7.1,2.8,9.9,2.8,4.6,6.6,10.0,78.25999999999999,8.2642343,50.0,8.4,2.6,7.3,7.5,Lineup context + Pitcher vulnerability,False,41,0.6636111111111112,0.6636111111111112,49
50,Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,Tyler Mahle,1,Citizens Bank Park,115,8.4,Strong,9.6,9.6,2.7,9.6,6.2,6.6,10.0,77.18,5.530201900000001,24.0,6.9,8.4,4.4,8.0,Lineup context + Hitter skill,False,33,0.6602777777777779,0.6602777777777779,50
51,Tristan Peters,Chicago White Sox,Minnesota Twins,Bailey Ober,7,Rate Field,69,8.3,Strong,9.7,8.9,3.9,8.9,4.1,5.5,4.0,,,,3.4,6.8,9.8,8.2,Hitter skill + Pitch-type matchup,False,65,0.6602777777777777,0.6602777777777777,51
52,Mark Vientos,New York Mets,San Francisco Giants,Cesar Perdomo,5,Citi Field,101,8.3,Strong,1.1,9.9,9.6,9.9,5.5,6.5,6.0,73.58,3.728226,9.0,9.9,7.2,7.3,8.4,Pitch-type matchup + Recent power,False,109,0.6555555555555554,0.6555555555555554,52
53,Ozzie Albies,Atlanta Braves,Philadelphia Phillies,Aaron Nola,6,Citizens Bank Park,115,8.3,Strong,7.5,6.2,8.4,6.2,6.2,6.6,5.0,77.18,5.530201900000001,24.0,6.9,2.3,4.8,5.7,Pitcher vulnerability + Hitter skill,False,35,0.6516666666666667,0.6516666666666667,53
54,Corbin Carroll,Arizona Diamondbacks,Houston Astros,Peter Lambert,5,Daikin Park,111,8.2,Strong,10.0,6.2,5.4,6.2,6.0,5.5,6.0,,,,3.4,5.1,5.8,9.1,Hitter skill + Pitch-type matchup,False,42,0.6461111111111111,0.6461111111111111,54
55,Austin Riley,Atlanta Braves,Philadelphia Phillies,Aaron Nola,8,Citizens Bank Park,115,8.2,Strong,9.7,2.4,8.4,2.4,6.2,6.6,3.0,77.18,5.530201900000001,24.0,7.8,5.5,4.0,4.5,Hitter skill + Pitcher vulnerability,False,31,0.645,0.645,55
56,James Wood,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,1,UNIQLO Field at Dodger Stadium,124,8.2,Strong,2.2,9.6,9.3,9.6,6.6,5.5,10.0,,,,3.4,6.7,6.4,9.9,Lineup context + Pitch-type matchup,False,90,0.6441666666666667,0.6441666666666667,56
57,Patrick Bailey,Cleveland Guardians,Detroit Tigers,Jackson Jobe,7,Progressive Field,60,8.1,Strong,5.4,7.8,7.8,7.8,3.7,6.7,4.0,74.3,10.0662102,46.0,8.5,5.8,5.7,8.0,Recent power + Pitcher vulnerability,False,87,0.6430555555555554,0.6430555555555554,57
58,Spencer Jones,New York Yankees,San Diego Padres,Michael King,4,Petco Park,105,8.1,Strong,7.7,8.0,5.1,8.0,5.7,5.5,7.0,,,,9.2,7.8,3.3,8.4,Recent power + Pitch-type matchup,False,54,0.6394444444444446,0.6394444444444446,58
59,Wyatt Langford,Texas Rangers,Tampa Bay Rays,Ian Seymour,5,Globe Life Field,94,8.1,Strong,6.3,7.1,8.1,7.1,5.2,5.3,6.0,96.08,3.9767744,72.0,3.4,2.5,9.7,7.7,Pitcher vulnerability + Pitch-type matchup,False,85,0.6394444444444444,0.6394444444444444,59
60,Elias Díaz,Texas Rangers,Tampa Bay Rays,Ian Seymour,8,Globe Life Field,94,8.0,Strong,7.7,2.7,8.1,2.7,5.2,5.3,3.0,96.08,3.9767744,72.0,8.4,9.5,9.2,5.3,Recent power + Pitcher vulnerability,False,89,0.635,0.635,60
61,Victor Mesa Jr.,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,8,Globe Life Field,94,8.0,Strong,7.6,8.2,6.0,8.2,5.2,5.3,3.0,96.08,3.9767744,72.0,3.4,8.0,9.0,4.7,Pitch-type matchup + Hitter skill,False,88,0.6344444444444445,0.6344444444444445,61
62,Jonathan Aranda,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,2,Globe Life Field,94,8.0,Strong,8.2,4.6,6.0,4.6,5.2,5.3,9.0,96.08,3.9767744,72.0,9.0,5.3,8.1,9.0,Recent power + Lineup context,False,67,0.6327777777777778,0.6327777777777778,62
63,Luis Torrens,New York Mets,San Francisco Giants,Cesar Perdomo,9,Citi Field,101,7.9,Strong,1.2,8.9,9.6,8.9,5.5,6.5,2.0,73.58,3.728226,9.0,3.4,10.0,10.0,9.3,Pitcher vulnerability + Pitch-type matchup,False,165,0.6272222222222221,0.6272222222222221,63
64,Cal Raleigh,Seattle Mariners,Athletics,Gage Jump,4,T-Mobile Park,37,7.9,Strong,7.3,7.8,4.2,7.8,2.7,5.5,7.0,,,,8.9,9.5,7.5,9.7,Recent power + Pitch-type matchup,False,107,0.6269444444444445,0.6269444444444445,64
65,Ben Rice,New York Yankees,San Diego Padres,Michael King,1,Petco Park,105,7.9,Strong,7.8,6.6,5.1,6.6,5.7,5.5,10.0,,,,6.3,8.0,7.1,7.5,Lineup context + Hitter skill,False,63,0.6244444444444445,0.6244444444444445,65
66,James McCann,Arizona Diamondbacks,Houston Astros,Peter Lambert,7,Daikin Park,111,7.8,Strong,6.8,9.5,5.4,9.5,6.0,5.5,4.0,,,,8.0,7.3,5.0,4.0,Pitch-type matchup + Recent power,False,61,0.6208333333333332,0.6208333333333332,66
67,Gabriel Moreno,Arizona Diamondbacks,Houston Astros,Peter Lambert,3,Daikin Park,111,7.8,Strong,7.0,6.5,5.4,6.5,6.0,5.5,8.0,,,,6.9,8.4,7.0,8.9,Lineup context + Hitter skill,False,78,0.6175,0.6175,67
68,Michael Conforto,Chicago Cubs,Miami Marlins,Tyler Phillips,5,loanDepot park,135,7.8,Strong,7.0,2.9,7.2,2.9,7.1,6.6,6.0,84.56,5.0331051,225.0,9.9,9.4,6.7,6.6,Recent power + Pitcher vulnerability,False,56,0.6138888888888888,0.6138888888888888,68
69,Rafael Devers,San Francisco Giants,New York Mets,Christian Scott,2,Citi Field,101,7.7,Strong,2.6,9.7,5.7,9.7,5.5,6.5,9.0,73.58,3.728226,9.0,10.0,9.8,8.6,10.0,Recent power + Pitch-type matchup,False,137,0.6136111111111111,0.6136111111111111,69
70,Jackson Chourio,Milwaukee Brewers,Cincinnati Reds,Brady Singer,3,Great American Ball Park,81,7.7,Strong,8.1,7.1,4.5,7.1,4.6,6.6,8.0,78.25999999999999,8.2642343,50.0,5.8,6.6,6.6,8.0,Hitter skill + Lineup context,False,62,0.6111111111111112,0.6111111111111112,70
71,Brian Serven,Athletics,Seattle Mariners,Bryan Woo,9,T-Mobile Park,37,7.7,Strong,4.6,9.5,6.9,9.5,2.7,5.5,2.0,,,,8.0,8.6,3.5,7.0,Pitch-type matchup + Recent power,False,134,0.6063888888888889,0.6063888888888889,71
72,Yordan Alvarez,Houston Astros,Arizona Diamondbacks,Eduardo Rodriguez,2,Daikin Park,111,7.6,Strong,8.0,8.9,3.6,8.9,6.0,5.5,9.0,,,,3.4,3.8,9.6,7.5,Lineup context + Pitch-type matchup,False,68,0.6013888888888889,0.6013888888888889,72
73,Jeff McNeil,Athletics,Seattle Mariners,Bryan Woo,2,T-Mobile Park,37,7.6,Strong,5.7,5.4,6.9,5.4,2.7,5.5,9.0,,,,8.8,8.7,7.6,6.3,Lineup context + Recent power,False,119,0.6005555555555556,0.6005555555555556,73
74,Jazz Chisholm Jr.,New York Yankees,San Diego Padres,Michael King,5,Petco Park,105,7.6,Strong,6.2,8.3,5.1,8.3,5.7,5.5,6.0,,,,6.9,6.9,7.4,7.2,Pitch-type matchup + Recent power,False,95,0.5991666666666666,0.5991666666666666,74
75,Luke Maile,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,8,Kauffman Stadium,168,7.5,Strong,7.1,6.9,8.7,6.9,8.6,5.3,3.0,92.12,2.7340324000000003,159.0,3.4,3.1,1.1,1.4,Pitcher vulnerability + Ballpark,False,46,0.5977777777777776,0.5977777777777776,75
76,Nolan Arenado,Arizona Diamondbacks,Houston Astros,Peter Lambert,4,Daikin Park,111,7.5,Strong,8.8,8.1,5.4,8.1,6.0,5.5,7.0,,,,3.4,1.5,3.8,4.8,Hitter skill + Pitch-type matchup,False,44,0.5975,0.5975,76
77,Ryan Vilade,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,4,Globe Life Field,94,7.5,Strong,4.0,9.7,6.0,9.7,5.2,5.3,7.0,96.08,3.9767744,72.0,3.4,5.8,9.9,8.8,Pitch-type matchup + Lineup context,False,146,0.5902777777777778,0.5902777777777778,77
78,Carson Kelly,Chicago Cubs,Miami Marlins,Tyler Phillips,8,loanDepot park,135,7.4,Above average,6.4,5.7,7.2,5.7,7.1,6.6,3.0,84.56,5.0331051,225.0,9.2,5.2,6.0,2.6,Recent power + Pitcher vulnerability,False,55,0.5900000000000001,0.5900000000000001,78
79,Max Muncy,Athletics,Seattle Mariners,Bryan Woo,6,T-Mobile Park,37,7.4,Above average,4.5,8.4,6.9,8.4,2.7,5.5,5.0,,,,9.4,8.3,3.9,4.8,Recent power + Pitch-type matchup,False,131,0.5866666666666667,0.5866666666666667,79
80,Max Clark,Detroit Tigers,Cleveland Guardians,Gavin Williams,8,Progressive Field,60,7.4,Above average,4.2,9.5,7.5,9.5,3.7,6.7,3.0,74.3,10.0662102,46.0,3.4,1.5,9.5,5.3,Pitch-type matchup + Pitcher vulnerability,False,117,0.5847222222222221,0.5847222222222221,80
81,Jake Bauers,Milwaukee Brewers,Cincinnati Reds,Brady Singer,4,Great American Ball Park,81,7.3,Above average,8.9,9.2,4.5,9.2,4.6,6.6,7.0,78.25999999999999,8.2642343,50.0,3.4,2.4,1.7,3.6,Pitch-type matchup + Hitter skill,False,45,0.5830555555555555,0.5830555555555555,81
82,Colton Cowser,Baltimore Orioles,Boston Red Sox,Payton Tolle,9,Oriole Park at Camden Yards,110,7.3,Above average,6.0,8.0,6.6,8.0,6.0,6.5,2.0,78.98,4.8466938,34.0,3.4,6.3,5.7,4.4,Pitch-type matchup + Pitcher vulnerability,False,91,0.581111111111111,0.581111111111111,82
83,Michael Harris II,Atlanta Braves,Philadelphia Phillies,Aaron Nola,4,Citizens Bank Park,115,7.3,Above average,5.4,2.4,8.4,2.4,6.2,6.6,7.0,77.18,5.530201900000001,24.0,9.7,7.2,9.3,3.1,Recent power + Pitcher vulnerability,False,83,0.5783333333333335,0.5783333333333335,83
84,Pete Alonso,Baltimore Orioles,Boston Red Sox,Payton Tolle,2,Oriole Park at Camden Yards,110,7.2,Above average,2.3,7.8,6.6,7.8,6.0,6.5,9.0,78.98,4.8466938,34.0,6.9,9.1,9.2,9.8,Lineup context + Pitch-type matchup,False,151,0.5783333333333334,0.5783333333333334,84
85,Kevin McGonigle,Detroit Tigers,Cleveland Guardians,Gavin Williams,1,Progressive Field,60,7.2,Above average,3.3,8.4,7.5,8.4,3.7,6.7,10.0,74.3,10.0662102,46.0,3.4,7.6,6.2,6.2,Lineup context + Pitch-type matchup,False,128,0.5783333333333333,0.5783333333333333,85
86,Christian Yelich,Milwaukee Brewers,Cincinnati Reds,Brady Singer,2,Great American Ball Park,81,7.2,Above average,9.1,2.2,4.5,2.2,4.6,6.6,9.0,78.25999999999999,8.2642343,50.0,8.0,8.9,8.0,7.7,Hitter skill + Lineup context,False,84,0.5775,0.5775,86
87,Jung Hoo Lee,San Francisco Giants,New York Mets,Christian Scott,5,Citi Field,101,7.1,Above average,8.2,4.9,5.7,4.9,5.5,6.5,6.0,73.58,3.728226,9.0,3.4,5.6,6.9,6.2,Hitter skill + Weather,False,86,0.5769444444444444,0.5769444444444444,87
88,Miguel Vargas,Chicago White Sox,Minnesota Twins,Bailey Ober,2,Rate Field,69,7.1,Above average,8.3,8.1,3.9,8.1,4.1,5.5,9.0,,,,6.9,5.6,2.3,5.6,Lineup context + Hitter skill,False,82,0.576388888888889,0.576388888888889,88
