model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,input_model_rank,v2_score,ranking_score,v2_rank
89,John Rave,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,1,Kauffman Stadium,168,7.1,Above average,4.1,6.1,8.7,6.1,8.6,5.3,10.0,92.12,2.7340324000000003,159.0,7.8,3.5,2.9,5.2,Lineup context + Pitcher vulnerability,False,76,0.5761111111111111,0.5761111111111111,89
90,Marcus Semien,New York Mets,San Francisco Giants,Cesar Perdomo,6,Citi Field,101,7.0,Above average,4.7,7.3,9.6,7.3,5.5,6.5,5.0,73.58,3.728226,9.0,3.4,1.5,2.0,2.2,Pitcher vulnerability + Pitch-type matchup,False,80,0.5705555555555555,0.5705555555555555,90
91,Seiya Suzuki,Chicago Cubs,Miami Marlins,Tyler Phillips,2,loanDepot park,135,7.0,Above average,7.0,5.9,7.2,5.9,7.1,6.6,9.0,84.56,5.0331051,225.0,3.4,5.5,1.5,2.3,Lineup context + Pitcher vulnerability,False,47,0.5700000000000001,0.5700000000000001,91
92,Bo Naylor,Milwaukee Brewers,Cincinnati Reds,Brady Singer,8,Great American Ball Park,81,7.0,Above average,9.2,5.5,4.5,5.5,4.6,6.6,3.0,78.25999999999999,8.2642343,50.0,5.5,5.5,5.5,5.5,Hitter skill + Weather,False,73,0.5688888888888888,0.5688888888888888,92
93,Luis Campusano,San Diego Padres,New York Yankees,Gerrit Cole,6,Petco Park,105,6.9,Above average,8.5,3.1,6.3,3.1,5.7,5.5,5.0,,,,8.2,8.6,2.8,3.9,Hitter skill + Recent power,False,75,0.5686111111111112,0.5686111111111112,93
94,Nathan Lukes,Toronto Blue Jays,Kansas City Royals,Randy Dobnak,2,Kauffman Stadium,168,6.9,Above average,8.8,9.0,3.0,9.0,8.6,5.3,9.0,92.12,2.7340324000000003,159.0,3.4,4.9,3.0,4.4,Pitch-type matchup + Lineup context,False,52,0.5655555555555556,0.5655555555555556,94
95,Mauricio Dubón,Atlanta Braves,Philadelphia Phillies,Aaron Nola,5,Citizens Bank Park,115,6.9,Above average,7.2,3.1,8.4,3.1,6.2,6.6,6.0,77.18,5.530201900000001,24.0,7.5,4.3,2.4,1.7,Pitcher vulnerability + Recent power,False,49,0.5647222222222222,0.5647222222222222,95
96,Dillon Dingler,Detroit Tigers,Cleveland Guardians,Gavin Williams,5,Progressive Field,60,6.8,Above average,6.7,4.5,7.5,4.5,3.7,6.7,6.0,74.3,10.0662102,46.0,3.4,4.0,6.1,6.1,Pitcher vulnerability + Hitter skill,False,97,0.5647222222222221,0.5647222222222221,96
97,Zack Gelof,Athletics,Seattle Mariners,Bryan Woo,3,T-Mobile Park,37,6.8,Above average,2.3,9.4,6.9,9.4,2.7,5.5,8.0,,,,9.8,8.5,5.1,5.0,Recent power + Pitch-type matchup,False,173,0.5644444444444445,0.5644444444444445,97
98,Tyrone Taylor,Chicago Cubs,Miami Marlins,Tyler Phillips,9,loanDepot park,135,6.8,Above average,4.8,7.6,7.2,7.6,7.1,6.6,2.0,84.56,5.0331051,225.0,8.0,6.5,3.4,2.1,Recent power + Pitch-type matchup,False,79,0.5630555555555555,0.5630555555555555,98
99,A.J. Ewing,New York Mets,San Francisco Giants,Cesar Perdomo,8,Citi Field,101,6.7,Above average,5.2,3.3,9.6,3.3,5.5,6.5,3.0,73.58,3.728226,9.0,6.9,5.1,4.2,3.9,Pitcher vulnerability + Recent power,False,99,0.5622222222222222,0.5622222222222222,99
100,Michael Busch,Chicago Cubs,Miami Marlins,Tyler Phillips,3,loanDepot park,135,6.7,Above average,5.4,5.5,7.2,5.5,7.1,6.6,8.0,84.56,5.0331051,225.0,7.5,4.3,3.6,5.7,Lineup context + Recent power,False,64,0.5616666666666666,0.5616666666666666,100
101,Xander Bogaerts,San Diego Padres,New York Yankees,Gerrit Cole,8,Petco Park,105,6.7,Above average,8.1,2.5,6.3,2.5,5.7,5.5,3.0,,,,3.4,6.4,7.4,9.9,Hitter skill + Pitcher vulnerability,False,108,0.5602777777777779,0.5602777777777779,101
102,Drew Gilbert,San Francisco Giants,New York Mets,Christian Scott,1,Citi Field,101,6.6,Above average,3.6,8.5,5.7,8.5,5.5,6.5,10.0,73.58,3.728226,9.0,3.4,9.9,9.6,4.6,Lineup context + Pitch-type matchup,False,143,0.5602777777777778,0.5602777777777778,102
103,Henry Bolte,Athletics,Seattle Mariners,Bryan Woo,1,T-Mobile Park,37,6.6,Above average,4.9,6.0,6.9,6.0,2.7,5.5,10.0,,,,8.6,4.4,5.7,6.7,Lineup context + Recent power,False,132,0.5594444444444445,0.5594444444444445,103
104,Angel Martínez,Cleveland Guardians,Detroit Tigers,Jackson Jobe,5,Progressive Field,60,6.6,Above average,3.6,7.2,7.8,7.2,3.7,6.7,6.0,74.3,10.0662102,46.0,8.5,4.0,6.1,4.2,Recent power + Pitcher vulnerability,False,123,0.5580555555555554,0.5580555555555554,104
105,Brady House,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,5,UNIQLO Field at Dodger Stadium,124,6.5,Solid,3.8,5.0,9.3,5.0,6.6,5.5,6.0,,,,3.4,4.2,6.8,6.3,Pitcher vulnerability + Ballpark,False,111,0.5563888888888889,0.5563888888888889,105
106,Sean Murphy,Atlanta Braves,Philadelphia Phillies,Aaron Nola,7,Citizens Bank Park,115,6.5,Solid,1.8,6.7,8.4,6.7,6.2,6.6,4.0,77.18,5.530201900000001,24.0,9.2,7.4,5.2,7.6,Recent power + Pitcher vulnerability,False,138,0.5541666666666667,0.5541666666666667,106
107,Brayan Rocchio,Cleveland Guardians,Detroit Tigers,Jackson Jobe,9,Progressive Field,60,6.5,Solid,4.4,5.2,7.8,5.2,3.7,6.7,2.0,74.3,10.0662102,46.0,9.7,4.5,6.8,5.8,Recent power + Pitcher vulnerability,False,136,0.5524999999999999,0.5524999999999999,107
108,Isaac Paredes,Houston Astros,Arizona Diamondbacks,Eduardo Rodriguez,3,Daikin Park,111,6.4,Solid,8.3,6.8,3.6,6.8,6.0,5.5,8.0,,,,6.9,2.6,5.4,6.9,Hitter skill + Lineup context,False,72,0.5522222222222223,0.5522222222222223,108
109,Zach Neto,Los Angeles Angels,Pittsburgh Pirates,Paul Skenes,1,PNC Park,74,6.4,Solid,6.5,9.0,3.3,9.0,4.3,6.6,10.0,76.82,7.3943149,56.0,3.4,6.6,5.8,7.4,Lineup context + Pitch-type matchup,False,110,0.5505555555555556,0.5505555555555556,109
110,Bryce Eldridge,San Francisco Giants,New York Mets,Christian Scott,3,Citi Field,101,6.4,Solid,5.8,5.6,5.7,5.6,5.5,6.5,8.0,73.58,3.728226,9.0,3.4,5.3,7.2,9.5,Lineup context + Weather,False,127,0.5477777777777778,0.5477777777777778,110
111,Alec Bohm,Philadelphia Phillies,Atlanta Braves,Tyler Mahle,5,Citizens Bank Park,115,6.3,Solid,5.6,9.8,2.7,9.8,6.2,6.6,6.0,77.18,5.530201900000001,24.0,6.3,9.3,8.0,4.9,Pitch-type matchup + Weather,False,112,0.5463888888888888,0.5463888888888888,111
112,Jacob Young,Washington Nationals,Los Angeles Dodgers,Justin Wrobleski,8,UNIQLO Field at Dodger Stadium,124,6.3,Solid,6.8,3.0,9.3,3.0,6.6,5.5,3.0,,,,3.4,3.3,2.5,2.9,Pitcher vulnerability + Hitter skill,False,70,0.5447222222222222,0.5447222222222222,112
113,Munetaka Murakami,Chicago White Sox,Minnesota Twins,Bailey Ober,3,Rate Field,69,6.3,Solid,8.0,6.4,3.9,6.4,4.1,5.5,8.0,,,,6.9,4.5,1.6,9.2,Hitter skill + Lineup context,False,104,0.5422222222222223,0.5422222222222223,113
114,Jo Adell,Cleveland Guardians,Detroit Tigers,Jackson Jobe,3,Progressive Field,60,6.2,Solid,2.5,7.5,7.8,7.5,3.7,6.7,8.0,74.3,10.0662102,46.0,3.4,5.0,7.2,7.7,Lineup context + Pitcher vulnerability,False,169,0.5416666666666667,0.5416666666666667,114
115,Kyle Isbel,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,9,Kauffman Stadium,168,6.2,Solid,5.6,4.0,8.7,4.0,8.6,5.3,2.0,92.12,2.7340324000000003,159.0,3.4,5.4,3.8,4.2,Pitcher vulnerability + Ballpark,False,100,0.5402777777777777,0.5402777777777777,115
116,Nelson Velázquez,Houston Astros,Arizona Diamondbacks,Eduardo Rodriguez,6,Daikin Park,111,6.2,Solid,4.3,8.7,3.6,8.7,6.0,5.5,5.0,,,,9.0,9.4,7.8,8.3,Recent power + Pitch-type matchup,False,163,0.5402777777777777,0.5402777777777777,116
117,Adael Amador,Colorado Rockies,St. Louis Cardinals,Kyle Leahy,6,Coors Field,207,6.1,Solid,7.5,9.8,2.1,9.8,10.0,5.9,5.0,87.26,4.349597,46.0,6.9,7.8,3.5,1.8,Ballpark + Pitch-type matchup,False,69,0.5375,0.5375,117
118,Brooks Lee,Minnesota Twins,Chicago White Sox,Bryan Hudson,2,Rate Field,69,6.1,Solid,8.6,6.7,2.4,6.7,4.1,5.5,9.0,,,,3.4,6.5,8.5,6.6,Lineup context + Hitter skill,False,125,0.5372222222222223,0.5372222222222223,118
119,Nathaniel Lowe,Cleveland Guardians,Detroit Tigers,Jackson Jobe,4,Progressive Field,60,6.1,Solid,4.1,5.4,7.8,5.4,3.7,6.7,7.0,74.3,10.0662102,46.0,3.4,6.2,6.2,6.4,Pitcher vulnerability + Lineup context,False,145,0.5363888888888889,0.5363888888888889,119
120,Travis Bazzana,Cleveland Guardians,Detroit Tigers,Jackson Jobe,2,Progressive Field,60,6.0,Solid,3.2,4.9,7.8,4.9,3.7,6.7,9.0,74.3,10.0662102,46.0,8.6,4.4,8.3,5.4,Lineup context + Recent power,False,150,0.5322222222222224,0.5322222222222224,120
121,Steven Kwan,Cleveland Guardians,Detroit Tigers,Jackson Jobe,1,Progressive Field,60,6.0,Solid,8.4,2.6,7.8,2.6,3.7,6.7,10.0,74.3,10.0662102,46.0,3.4,2.0,1.1,1.7,Lineup context + Hitter skill,False,60,0.5319444444444444,0.5319444444444444,121
122,Jake McCarthy,Colorado Rockies,St. Louis Cardinals,Kyle Leahy,1,Coors Field,207,6.0,Solid,9.4,6.2,2.1,6.2,10.0,5.9,10.0,87.26,4.349597,46.0,3.4,7.3,5.8,3.0,Ballpark + Lineup context,False,57,0.5313888888888889,0.5313888888888889,122
123,Brandon Nimmo,Texas Rangers,Tampa Bay Rays,Ian Seymour,4,Globe Life Field,94,5.9,Solid,5.6,2.0,8.1,2.0,5.2,5.3,7.0,96.08,3.9767744,72.0,3.4,5.0,8.2,8.1,Pitcher vulnerability + Lineup context,False,154,0.5313888888888889,0.5313888888888889,123
124,Heriberto Hernández,Miami Marlins,Chicago Cubs,Clay Holmes,5,loanDepot park,135,5.9,Solid,7.8,8.5,1.2,8.5,7.1,6.6,6.0,84.56,5.0331051,225.0,6.3,9.2,3.6,7.9,Pitch-type matchup + Hitter skill,False,93,0.5305555555555554,0.5305555555555554,124
125,Dominic Canzone,Seattle Mariners,Athletics,Gage Jump,2,T-Mobile Park,37,5.9,Solid,4.9,9.3,4.2,9.3,2.7,5.5,9.0,,,,5.9,7.4,4.7,5.9,Pitch-type matchup + Lineup context,False,164,0.5300000000000001,0.5300000000000001,125
126,Alex Bregman,Chicago Cubs,Miami Marlins,Tyler Phillips,4,loanDepot park,135,5.8,Solid,1.5,7.2,7.2,7.2,7.1,6.6,7.0,84.56,5.0331051,225.0,6.9,9.1,8.9,3.7,Pitcher vulnerability + Pitch-type matchup,False,157,0.5252777777777778,0.5252777777777778,126
127,Nathan Church,St. Louis Cardinals,Colorado Rockies,Tanner Gordon,9,Coors Field,207,5.8,Solid,3.9,5.8,9.0,5.8,10.0,5.9,2.0,87.26,4.349597,46.0,3.4,1.5,4.8,3.3,Ballpark + Pitcher vulnerability,False,98,0.5233333333333333,0.5233333333333333,127
128,Osleivis Basabe,San Francisco Giants,New York Mets,Christian Scott,6,Citi Field,101,5.8,Solid,3.5,9.4,5.7,9.4,5.5,6.5,5.0,73.58,3.728226,9.0,9.8,4.9,3.1,2.4,Recent power + Pitch-type matchup,False,130,0.5205555555555555,0.5205555555555555,128
129,Kazuma Okamoto,Toronto Blue Jays,Kansas City Royals,Randy Dobnak,5,Kauffman Stadium,168,5.7,Solid,4.4,8.7,3.0,8.7,8.6,5.3,6.0,92.12,2.7340324000000003,159.0,6.9,8.9,6.7,9.3,Pitch-type matchup + Ballpark,False,167,0.518611111111111,0.518611111111111,129
130,Kyle Stowers,Miami Marlins,Chicago Cubs,Clay Holmes,1,loanDepot park,135,5.7,Solid,4.8,8.6,1.2,8.6,7.1,6.6,10.0,84.56,5.0331051,225.0,9.8,8.9,8.8,9.8,Lineup context + Recent power,False,140,0.5175,0.5175,130
131,Mickey Moniak,Colorado Rockies,St. Louis Cardinals,Kyle Leahy,5,Coors Field,207,5.7,Solid,9.0,6.4,2.1,6.4,10.0,5.9,6.0,87.26,4.349597,46.0,3.4,3.7,9.1,3.7,Ballpark + Hitter skill,False,81,0.5152777777777777,0.5152777777777777,131
132,Jonny DeLuca,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,6,Globe Life Field,94,5.6,Solid,6.7,6.0,6.0,6.0,5.2,5.3,5.0,96.08,3.9767744,72.0,7.8,1.5,2.2,3.1,Recent power + Hitter skill,False,106,0.5138888888888888,0.5138888888888888,132
133,Teoscar Hernández,Los Angeles Dodgers,Washington Nationals,Andrew Alvarez,5,UNIQLO Field at Dodger Stadium,124,5.6,Solid,9.4,4.7,1.5,4.7,6.6,5.5,6.0,,,,3.4,9.3,8.3,7.8,Hitter skill + Ballpark,False,113,0.5127777777777778,0.5127777777777778,133
134,Mookie Betts,Los Angeles Dodgers,Washington Nationals,Andrew Alvarez,2,UNIQLO Field at Dodger Stadium,124,5.6,Solid,9.9,5.2,1.5,5.2,6.6,5.5,9.0,,,,5.9,4.7,4.6,7.8,Hitter skill + Lineup context,False,77,0.5125000000000001,0.5125000000000001,134
135,Donovan Walton,Athletics,Seattle Mariners,Bryan Woo,7,T-Mobile Park,37,5.5,Solid,1.4,8.6,6.9,8.6,2.7,5.5,4.0,,,,8.4,5.1,7.5,7.0,Pitch-type matchup + Recent power,False,205,0.5105555555555554,0.5105555555555554,135
136,Josh Rojas,Kansas City Royals,Toronto Blue Jays,Spencer Arrighetti,5,Kauffman Stadium,168,5.5,Solid,3.7,4.1,8.7,4.1,8.6,5.3,6.0,92.12,2.7340324000000003,159.0,8.5,1.5,3.7,4.5,Pitcher vulnerability + Ballpark,False,116,0.5083333333333333,0.5083333333333333,136
137,Jasson Domínguez,New York Yankees,San Diego Padres,Michael King,6,Petco Park,105,5.4,Neutral,5.3,6.6,5.1,6.6,5.7,5.5,5.0,,,,3.4,8.1,7.9,3.6,Pitch-type matchup + Ballpark,False,161,0.5083333333333333,0.5083333333333333,137
138,Randy Arozarena,Seattle Mariners,Athletics,Gage Jump,1,T-Mobile Park,37,5.4,Neutral,6.2,6.9,4.2,6.9,2.7,5.5,10.0,,,,5.9,7.0,2.3,5.5,Lineup context + Pitch-type matchup,False,149,0.5044444444444445,0.5044444444444445,138
139,Jonah Cox,San Francisco Giants,New York Mets,Christian Scott,4,Citi Field,101,5.4,Neutral,5.9,6.1,5.7,6.1,5.5,6.5,7.0,73.58,3.728226,9.0,3.4,6.8,3.6,1.9,Lineup context + Weather,False,122,0.5036111111111112,0.5036111111111112,139
140,Kyle Teel,Chicago White Sox,Minnesota Twins,Bailey Ober,9,Rate Field,69,5.3,Neutral,9.9,3.5,3.9,3.5,4.1,5.5,2.0,,,,3.4,5.2,4.7,5.6,Hitter skill + Weather,False,126,0.5036111111111111,0.5036111111111111,140
141,Ketel Marte,Arizona Diamondbacks,Houston Astros,Peter Lambert,2,Daikin Park,111,5.3,Neutral,3.7,7.1,5.4,7.1,6.0,5.5,9.0,,,,6.9,4.3,7.0,6.4,Lineup context + Pitch-type matchup,False,152,0.5036111111111111,0.5036111111111111,141
142,Mike Yastrzemski,Atlanta Braves,Philadelphia Phillies,Aaron Nola,9,Citizens Bank Park,115,5.3,Neutral,3.4,5.1,8.4,5.1,6.2,6.6,2.0,77.18,5.530201900000001,24.0,3.4,1.5,5.0,8.9,Pitcher vulnerability + Weather,False,139,0.5030555555555556,0.5030555555555556,142
143,Kody Clemens,Minnesota Twins,Chicago White Sox,Bryan Hudson,5,Rate Field,69,5.2,Neutral,3.0,9.7,2.4,9.7,4.1,5.5,6.0,,,,9.0,9.7,9.7,9.4,Pitch-type matchup + Recent power,False,208,0.5027777777777778,0.5027777777777778,143
144,Jacob Gonzalez,Pittsburgh Pirates,Los Angeles Angels,Walbert Ureña,8,PNC Park,74,5.2,Neutral,8.9,6.6,1.8,6.6,4.3,6.6,3.0,76.82,7.3943149,56.0,3.4,5.7,7.4,6.1,Hitter skill + Pitch-type matchup,False,129,0.5019444444444444,0.5019444444444444,144
145,Hao-Yu Lee,Detroit Tigers,Cleveland Guardians,Gavin Williams,2,Progressive Field,60,5.2,Neutral,4.6,3.4,7.5,3.4,3.7,6.7,9.0,74.3,10.0662102,46.0,3.4,6.6,4.2,6.6,Lineup context + Pitcher vulnerability,False,158,0.5,0.5,145
146,Jordan Lawlar,Arizona Diamondbacks,Houston Astros,Peter Lambert,9,Daikin Park,111,5.1,Neutral,4.7,9.1,5.4,9.1,6.0,5.5,2.0,,,,8.6,3.8,1.3,1.6,Pitch-type matchup + Recent power,False,118,0.4991666666666667,0.4991666666666667,146
147,Nico Hoerner,Chicago Cubs,Miami Marlins,Tyler Phillips,6,loanDepot park,135,5.1,Neutral,2.4,8.6,7.2,8.6,7.1,6.6,5.0,84.56,5.0331051,225.0,3.4,4.1,3.9,4.1,Pitch-type matchup + Pitcher vulnerability,False,133,0.49916666666666665,0.49916666666666665,147
148,Andrew Benintendi,Chicago White Sox,Minnesota Twins,Bailey Ober,4,Rate Field,69,5.1,Neutral,4.4,7.6,3.9,7.6,4.1,5.5,7.0,,,,3.4,8.3,7.7,9.0,Pitch-type matchup + Lineup context,False,197,0.4972222222222223,0.4972222222222223,148
149,Nick Sogard,Boston Red Sox,Baltimore Orioles,Kyle Bradish,5,Oriole Park at Camden Yards,110,5.0,Neutral,6.0,4.9,4.8,4.9,6.0,6.5,6.0,78.98,4.8466938,34.0,7.5,6.4,2.8,6.5,Recent power + Weather,False,124,0.49583333333333335,0.49583333333333335,149
150,Cody Bellinger,New York Yankees,San Diego Padres,Michael King,2,Petco Park,105,5.0,Neutral,6.0,3.0,5.1,3.0,5.7,5.5,9.0,,,,3.4,9.8,8.3,6.3,Lineup context + Hitter skill,False,170,0.4955555555555555,0.4955555555555555,150
151,Javier Sanoja,Miami Marlins,Chicago Cubs,Clay Holmes,9,loanDepot park,135,5.0,Neutral,9.3,6.0,1.2,6.0,7.1,6.6,2.0,84.56,5.0331051,225.0,7.5,2.1,8.4,5.2,Hitter skill + Recent power,False,92,0.4913888888888889,0.4913888888888889,151
152,Roman Anthony,Boston Red Sox,Baltimore Orioles,Kyle Bradish,1,Oriole Park at Camden Yards,110,4.9,Neutral,4.7,1.9,4.8,1.9,6.0,6.5,10.0,78.98,4.8466938,34.0,8.8,9.4,9.4,9.7,Lineup context + Recent power,False,176,0.4908333333333334,0.4908333333333334,152
153,Jose Altuve,Houston Astros,Arizona Diamondbacks,Eduardo Rodriguez,4,Daikin Park,111,4.9,Neutral,6.1,7.7,3.6,7.7,6.0,5.5,7.0,,,,6.9,2.4,6.9,2.9,Pitch-type matchup + Lineup context,False,120,0.49083333333333334,0.49083333333333334,153
154,Lawrence Butler,Athletics,Seattle Mariners,Bryan Woo,4,T-Mobile Park,37,4.9,Neutral,2.7,6.3,6.9,6.3,2.7,5.5,7.0,,,,6.1,5.9,6.3,5.9,Lineup context + Pitcher vulnerability,False,200,0.4891666666666667,0.4891666666666667,154
155,Adley Rutschman,Boston Red Sox,Baltimore Orioles,Kyle Bradish,3,Oriole Park at Camden Yards,110,4.8,Neutral,4.0,6.9,4.8,6.9,6.0,6.5,8.0,78.98,4.8466938,34.0,9.4,6.3,3.3,4.7,Recent power + Lineup context,False,141,0.4875,0.4875,155
156,Tommy Troy,Arizona Diamondbacks,Houston Astros,Peter Lambert,6,Daikin Park,111,4.8,Neutral,2.8,8.8,5.4,8.8,6.0,5.5,5.0,,,,8.0,8.3,2.9,1.8,Pitch-type matchup + Recent power,False,171,0.4805555555555556,0.4805555555555556,156
157,Garrett Mitchell,Milwaukee Brewers,Cincinnati Reds,Brady Singer,5,Great American Ball Park,81,4.8,Neutral,8.9,3.9,4.5,3.9,4.6,6.6,6.0,78.25999999999999,8.2642343,50.0,3.4,2.1,2.8,3.3,Hitter skill + Weather,False,94,0.48,0.48,157
158,Bryan Torres,St. Louis Cardinals,Colorado Rockies,Tanner Gordon,1,Coors Field,207,4.7,Neutral,3.1,4.7,9.0,4.7,10.0,5.9,10.0,87.26,4.349597,46.0,3.4,1.5,1.4,2.5,Ballpark + Lineup context,False,102,0.4786111111111112,0.4786111111111112,158
159,Blaze Alexander,Baltimore Orioles,Boston Red Sox,Payton Tolle,1,Oriole Park at Camden Yards,110,4.7,Neutral,3.9,4.2,6.6,4.2,6.0,6.5,10.0,78.98,4.8466938,34.0,3.4,3.3,8.6,5.8,Lineup context + Pitcher vulnerability,False,162,0.47833333333333344,0.47833333333333344,159
160,Carlos Narváez,Baltimore Orioles,Boston Red Sox,Payton Tolle,8,Oriole Park at Camden Yards,110,4.7,Neutral,8.2,1.4,6.6,1.4,6.0,6.5,3.0,78.98,4.8466938,34.0,3.4,4.0,2.9,2.4,Hitter skill + Pitcher vulnerability,False,101,0.4772222222222222,0.4772222222222222,160
161,Brett Sullivan,Colorado Rockies,St. Louis Cardinals,Kyle Leahy,7,Coors Field,207,4.6,Neutral,5.5,8.8,2.1,8.8,10.0,5.9,4.0,87.26,4.349597,46.0,3.4,6.1,7.9,5.1,Ballpark + Pitch-type matchup,False,148,0.4736111111111111,0.4736111111111111,161
162,Brett Callahan,Detroit Tigers,Cleveland Guardians,Gavin Williams,6,Progressive Field,60,4.6,Neutral,1.6,3.8,7.5,3.8,3.7,6.7,5.0,74.3,10.0662102,46.0,3.4,9.7,9.9,8.3,Pitcher vulnerability + Weather,False,222,0.47166666666666673,0.47166666666666673,162
163,Luke Keaschall,Minnesota Twins,Chicago White Sox,Bryan Hudson,1,Rate Field,69,4.6,Neutral,5.1,7.4,2.4,7.4,4.1,5.5,10.0,,,,3.4,5.7,9.4,8.8,Lineup context + Pitch-type matchup,False,199,0.46916666666666673,0.46916666666666673,163
164,TJ Rumfield,Colorado Rockies,St. Louis Cardinals,Kyle Leahy,4,Coors Field,207,4.5,Below average,6.5,6.4,2.1,6.4,10.0,5.9,7.0,87.26,4.349597,46.0,9.0,8.2,2.7,3.6,Ballpark + Recent power,False,114,0.46861111111111114,0.46861111111111114,164
165,Max Muncy,Los Angeles Dodgers,Washington Nationals,Andrew Alvarez,8,UNIQLO Field at Dodger Stadium,124,4.5,Below average,6.6,7.9,1.5,7.9,6.6,5.5,3.0,,,,3.4,8.1,6.4,6.8,Pitch-type matchup + Hitter skill,False,172,0.4661111111111111,0.4661111111111111,165
166,Kaelen Culpepper,Minnesota Twins,Chicago White Sox,Bryan Hudson,8,Rate Field,69,4.5,Below average,5.9,9.2,2.4,9.2,4.1,5.5,3.0,,,,3.4,3.8,6.0,6.7,Pitch-type matchup + Hitter skill,False,188,0.4658333333333333,0.4658333333333333,166
167,Eli White,Boston Red Sox,Baltimore Orioles,Kyle Bradish,9,Oriole Park at Camden Yards,110,4.4,Below average,9.8,1.4,4.8,1.4,6.0,6.5,2.0,78.98,4.8466938,34.0,3.4,6.2,1.9,1.3,Hitter skill + Weather,False,96,0.4644444444444445,0.4644444444444445,167
168,Jake Cronenworth,San Diego Padres,New York Yankees,Gerrit Cole,2,Petco Park,105,4.4,Below average,7.6,2.1,6.3,2.1,5.7,5.5,9.0,,,,3.4,1.5,2.6,2.8,Lineup context + Hitter skill,False,105,0.46194444444444444,0.46194444444444444,168
169,Jarren Duran,Boston Red Sox,Baltimore Orioles,Kyle Bradish,7,Oriole Park at Camden Yards,110,4.4,Below average,5.1,4.2,4.8,4.2,6.0,6.5,4.0,78.98,4.8466938,34.0,3.4,5.9,7.5,7.3,Weather + Ballpark,False,179,0.4566666666666667,0.4566666666666667,169
170,Grant McCray,San Francisco Giants,New York Mets,Christian Scott,7,Citi Field,101,4.3,Below average,3.1,7.6,5.7,7.6,5.5,6.5,4.0,73.58,3.728226,9.0,8.2,6.4,1.6,1.1,Recent power + Pitch-type matchup,False,174,0.4555555555555556,0.4555555555555556,170
171,Trevor Story,Boston Red Sox,Baltimore Orioles,Kyle Bradish,4,Oriole Park at Camden Yards,110,4.3,Below average,7.3,1.4,4.8,1.4,6.0,6.5,7.0,78.98,4.8466938,34.0,3.4,8.6,4.3,4.2,Hitter skill + Lineup context,False,144,0.45166666666666666,0.45166666666666666,171
172,John Peck,Detroit Tigers,Cleveland Guardians,Gavin Williams,9,Progressive Field,60,4.3,Below average,5.3,1.4,7.5,1.4,3.7,6.7,2.0,74.3,10.0662102,46.0,3.4,8.4,4.9,2.0,Pitcher vulnerability + Weather,False,184,0.4494444444444444,0.4494444444444444,172
173,Henry Davis,Pittsburgh Pirates,Los Angeles Angels,Walbert Ureña,9,PNC Park,74,4.2,Below average,8.7,3.2,1.8,3.2,4.3,6.6,2.0,76.82,7.3943149,56.0,3.4,4.6,8.7,8.7,Hitter skill + Weather,False,177,0.4430555555555555,0.4430555555555555,173
174,Angel Genao,Cleveland Guardians,Detroit Tigers,Jackson Jobe,6,Progressive Field,60,4.2,Below average,2.2,2.5,7.8,2.5,3.7,6.7,5.0,74.3,10.0662102,46.0,3.4,4.8,9.1,8.7,Pitcher vulnerability + Weather,False,215,0.4427777777777778,0.4427777777777778,174
175,Nick Morabito,New York Mets,San Francisco Giants,Cesar Perdomo,7,Citi Field,101,4.2,Below average,3.3,1.4,9.6,1.4,5.5,6.5,4.0,73.58,3.728226,9.0,3.4,1.5,4.6,4.7,Pitcher vulnerability + Weather,False,181,0.4425,0.4425,175
176,Vaughn Grissom,Los Angeles Angels,Pittsburgh Pirates,Paul Skenes,4,PNC Park,74,4.1,Below average,6.2,5.5,3.3,5.5,4.3,6.6,7.0,76.82,7.3943149,56.0,6.3,6.0,3.3,2.4,Lineup context + Weather,False,166,0.4369444444444444,0.4369444444444444,176
177,Sal Frelick,Milwaukee Brewers,Cincinnati Reds,Brady Singer,1,Great American Ball Park,81,4.1,Below average,6.9,3.6,4.5,3.6,4.6,6.6,10.0,78.25999999999999,8.2642343,50.0,3.4,2.6,4.3,2.2,Lineup context + Hitter skill,False,135,0.4347222222222223,0.4347222222222223,177
178,Jorge Mateo,Tampa Bay Rays,Texas Rangers,MacKenzie Gore,7,Globe Life Field,94,4.1,Below average,5.7,2.2,6.0,2.2,5.2,5.3,4.0,96.08,3.9767744,72.0,3.4,8.7,3.7,3.2,Pitcher vulnerability + Hitter skill,False,193,0.43388888888888894,0.43388888888888894,178
179,Brice Turang,Milwaukee Brewers,Cincinnati Reds,Brady Singer,6,Great American Ball Park,81,4.0,Below average,6.4,5.4,4.5,5.4,4.6,6.6,5.0,78.25999999999999,8.2642343,50.0,3.4,3.1,1.5,2.7,Weather + Hitter skill,False,142,0.43194444444444446,0.43194444444444446,179
