model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup,input_model_rank,v2_score,ranking_score,v2_rank
26,Matt Olson,Atlanta Braves,Philadelphia Phillies,Aaron Nola,3,Truist Park,100.0,9.2,Excellent,7.6,7.5,8.2,7.5,5.5,6.7,8.0,81.14,9.4448392,176.0,3.6,4.9,6.1,6.3,Pitcher vulnerability + Lineup context,True,27,0.6872222222222222,0.6872222222222222,26
27,Bryan Reynolds,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,3,Wrigley Field,107.0,9.1,Excellent,6.5,4.0,8.5,4.0,5.8,6.7,8.0,74.3,9.5069763,124.0,7.7,9.2,8.5,9.5,Pitcher vulnerability + Lineup context,True,46,0.6763888888888889,0.6763888888888889,27
28,Will Smith,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,2,loanDepot park,135.0,9.1,Excellent,9.5,8.1,4.9,8.1,7.1,6.6,9.0,75.38,7.0214923,207.0,8.8,3.1,9.5,2.3,Hitter skill + Lineup context,True,4,0.6730555555555555,0.6730555555555555,28
29,Cedric Mullins,Tampa Bay Rays,Houston Astros,Miguel Ullola,9,Tropicana Field,107.0,9.1,Excellent,4.8,8.8,9.5,8.8,5.8,6.5,2.0,81.5,2.8583066,141.0,3.6,8.3,4.7,6.7,Pitcher vulnerability + Pitch-type matchup,True,60,0.6708333333333333,0.6708333333333333,29
30,Luis García,New York Yankees,New York Mets,Nolan McLean,4,Yankee Stadium,117.0,9.0,Excellent,9.9,9.7,2.2,9.7,6.3,6.5,7.0,76.28,4.6602825,325.0,8.6,8.4,7.1,7.4,Hitter skill + Pitch-type matchup,True,23,0.6677777777777778,0.6677777777777778,30
31,Griffin Conine,Miami Marlins,Los Angeles Dodgers,TBD,3,loanDepot park,135.0,9.0,Excellent,8.6,5.5,5.5,5.5,7.1,6.6,8.0,75.38,7.0214923,207.0,7.7,9.8,8.3,6.9,Hitter skill + Lineup context,True,31,0.6630555555555556,0.6630555555555556,31
32,Hunter Goodman,Colorado Rockies,Detroit Tigers,Framber Valdez,3,Comerica Park,100.0,9.0,Excellent,8.2,9.9,3.2,9.9,5.5,6.6,8.0,73.94,6.2758471,96.0,7.7,9.2,8.3,7.5,Pitch-type matchup + Hitter skill,True,51,0.6627777777777778,0.6627777777777778,32
33,Leo Bernal,St. Louis Cardinals,Chicago White Sox,Anthony Kay,4,Busch Stadium,70.0,8.9,Excellent,9.5,6.8,5.2,6.8,4.2,5.5,7.0,,,,3.6,4.9,9.8,9.9,Hitter skill + Lineup context,True,67,0.6622222222222223,0.6622222222222223,33
34,Heriberto Hernandez,Miami Marlins,Los Angeles Dodgers,TBD,2,loanDepot park,135.0,8.9,Excellent,9.1,5.5,5.5,5.5,7.1,6.6,9.0,75.38,7.0214923,207.0,6.8,8.5,5.9,8.3,Hitter skill + Lineup context,True,20,0.6619444444444444,0.6619444444444444,34
35,Ronald Acuña,Atlanta Braves,Philadelphia Phillies,Aaron Nola,2,Truist Park,100.0,8.9,Excellent,3.7,8.0,8.2,8.0,5.5,6.7,9.0,81.14,9.4448392,176.0,9.5,7.7,7.6,8.8,Recent power + Lineup context,True,78,0.6619444444444444,0.6619444444444444,35
36,Luis Torrens,New York Mets,New York Yankees,Carlos Rodón,9,Yankee Stadium,117.0,8.8,Excellent,7.9,9.4,4.2,9.4,6.3,6.5,2.0,76.28,4.6602825,325.0,3.6,9.9,9.9,8.9,Pitch-type matchup + Hitter skill,True,59,0.6580555555555555,0.6580555555555555,36
37,Manny Machado,San Diego Padres,San Francisco Giants,Anthony Molina,3,Oracle Park,139.0,8.8,Excellent,6.6,9.3,6.2,9.3,7.3,6.2,8.0,66.02,15.6585492,280.0,9.5,6.3,6.0,3.0,Recent power + Pitch-type matchup,True,30,0.6572222222222222,0.6572222222222222,37
38,Henry Bolte,Athletics,Seattle Mariners,George Kirby,1,Sutter Health Park,100.0,8.8,Excellent,8.4,5.7,7.5,5.7,5.5,5.5,10.0,,,,6.8,4.1,5.1,5.3,Lineup context + Hitter skill,True,40,0.6541666666666667,0.6541666666666667,38
39,Brian Serven,Athletics,Seattle Mariners,George Kirby,8,Sutter Health Park,100.0,8.7,Excellent,5.8,9.0,7.5,9.0,5.5,5.5,3.0,,,,8.1,8.2,3.4,6.5,Pitch-type matchup + Recent power,True,74,0.6538888888888889,0.6538888888888889,39
40,Munetaka Murakami,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,3,Busch Stadium,70.0,8.7,Excellent,5.5,8.5,7.9,8.5,4.2,5.5,8.0,,,,9.3,4.4,1.9,9.3,Recent power + Pitch-type matchup,True,79,0.6511111111111112,0.6511111111111112,40
41,Brooks Lee,Minnesota Twins,Cleveland Guardians,Parker Messick,2,Target Field,113.0,8.7,Excellent,8.3,8.3,3.9,8.3,6.1,5.5,9.0,,,,7.7,7.7,8.7,7.5,Lineup context + Hitter skill,True,48,0.6480555555555556,0.6480555555555556,41
42,Salvador Perez,Kansas City Royals,Boston Red Sox,Sonny Gray,4,Fenway Park,92.0,8.6,Excellent,8.0,8.0,4.5,8.0,5.1,6.6,7.0,71.78,5.2195164,295.0,6.8,9.1,8.4,6.8,Hitter skill + Pitch-type matchup,True,69,0.6472222222222223,0.6472222222222223,42
43,Mookie Betts,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,3,loanDepot park,135.0,8.6,Excellent,10.0,6.6,4.9,6.6,7.1,6.6,8.0,75.38,7.0214923,207.0,6.8,5.6,3.9,5.9,Hitter skill + Lineup context,True,8,0.6466666666666667,0.6466666666666667,43
44,CJ Abrams,Washington Nationals,Los Angeles Angels,Yusei Kikuchi,4,Nationals Park,105.0,8.6,Excellent,7.0,6.1,8.9,6.1,5.7,6.5,7.0,78.25999999999999,3.728226,73.0,6.8,5.0,1.7,4.6,Pitcher vulnerability + Hitter skill,True,37,0.6458333333333335,0.6458333333333335,44
45,Nolan Gorman,St. Louis Cardinals,Chicago White Sox,Anthony Kay,6,Busch Stadium,70.0,8.5,Strong,7.7,8.7,5.2,8.7,4.2,5.5,5.0,,,,8.1,7.9,3.2,8.8,Pitch-type matchup + Recent power,True,85,0.6425,0.6425,45
46,Nathaniel Lowe,Cleveland Guardians,Minnesota Twins,Taj Bradley,6,Target Field,113.0,8.5,Strong,9.0,5.3,6.5,5.3,6.1,5.5,5.0,,,,8.6,4.8,5.7,5.8,Hitter skill + Recent power,True,36,0.6402777777777777,0.6402777777777777,46
47,Cole Young,Seattle Mariners,Athletics,Jeffrey Springs,7,Sutter Health Park,100.0,8.5,Strong,5.9,7.1,9.2,7.1,5.5,5.5,4.0,,,,3.6,9.0,4.8,2.5,Pitcher vulnerability + Pitch-type matchup,True,76,0.6394444444444444,0.6394444444444444,47
48,Carter Jensen,Kansas City Royals,Boston Red Sox,Sonny Gray,1,Fenway Park,92.0,8.4,Strong,9.8,5.9,4.5,5.9,5.1,6.6,10.0,71.78,5.2195164,295.0,6.8,8.0,3.6,8.0,Lineup context + Hitter skill,True,45,0.6386111111111111,0.6386111111111111,48
49,Brett Callahan,Detroit Tigers,Colorado Rockies,Mason Adams,6,Comerica Park,100.0,8.4,Strong,5.1,4.1,9.9,4.1,5.5,6.6,5.0,73.94,6.2758471,96.0,3.6,8.5,8.7,7.4,Pitcher vulnerability + Weather,True,94,0.6352777777777777,0.6352777777777777,49
50,Denzer Guzman,Los Angeles Angels,Washington Nationals,Cade Cavalli,8,Nationals Park,105.0,8.4,Strong,9.9,5.0,6.9,5.0,5.7,6.5,3.0,78.25999999999999,3.728226,73.0,3.6,6.7,4.4,3.4,Hitter skill + Pitcher vulnerability,True,39,0.6327777777777778,0.6327777777777778,50
51,Ty France,San Diego Padres,San Francisco Giants,Anthony Molina,4,Oracle Park,139.0,8.3,Strong,6.0,9.0,6.2,9.0,7.3,6.2,7.0,66.02,15.6585492,280.0,3.6,6.9,7.2,6.8,Pitch-type matchup + Ballpark,True,53,0.6302777777777778,0.6302777777777778,51
52,Joc Pederson,Texas Rangers,Arizona Diamondbacks,TBD,1,Chase Field,213.0,8.3,Strong,9.0,5.5,5.5,5.5,10.0,5.5,10.0,,,,9.3,5.6,3.1,5.4,Ballpark + Lineup context,True,21,0.63,0.63,52
53,Lawrence Butler,Athletics,Seattle Mariners,George Kirby,2,Sutter Health Park,100.0,8.3,Strong,5.6,9.2,7.5,9.2,5.5,5.5,9.0,,,,8.1,3.4,4.3,3.2,Pitch-type matchup + Lineup context,True,55,0.6288888888888889,0.6288888888888889,53
54,Max Muncy,Los Angeles Dodgers,Miami Marlins,Ryan Gusto,4,loanDepot park,135.0,8.2,Strong,9.2,8.0,4.9,8.0,7.1,6.6,7.0,75.38,7.0214923,207.0,3.6,4.7,5.4,4.7,Hitter skill + Pitch-type matchup,True,19,0.6277777777777779,0.6277777777777779,54
55,William Contreras,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,3,American Family Field,88.0,8.2,Strong,9.1,4.5,5.9,4.5,5.0,6.7,8.0,73.22,9.5069763,146.0,6.5,4.9,6.7,7.9,Hitter skill + Lineup context,True,50,0.6272222222222221,0.6272222222222221,55
56,Oneil Cruz,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,2,Wrigley Field,107.0,8.2,Strong,8.6,3.6,8.5,3.6,5.8,6.7,9.0,74.3,9.5069763,124.0,3.6,8.3,1.9,2.6,Lineup context + Hitter skill,True,18,0.6269444444444444,0.6269444444444444,56
57,James Wood,Washington Nationals,Los Angeles Angels,Yusei Kikuchi,1,Nationals Park,105.0,8.1,Strong,1.4,9.6,8.9,9.6,5.7,6.5,10.0,78.25999999999999,3.728226,73.0,3.6,7.4,7.6,10.0,Lineup context + Pitch-type matchup,True,131,0.6250000000000001,0.6250000000000001,57
58,Francisco Lindor,New York Mets,New York Yankees,Carlos Rodón,1,Yankee Stadium,117.0,8.1,Strong,6.0,9.1,4.2,9.1,6.3,6.5,10.0,76.28,4.6602825,325.0,9.0,7.7,6.6,9.6,Lineup context + Pitch-type matchup,True,61,0.625,0.625,58
59,Ben Rice,New York Yankees,New York Mets,Nolan McLean,1,Yankee Stadium,117.0,8.1,Strong,9.6,9.4,2.2,9.4,6.3,6.5,10.0,76.28,4.6602825,325.0,6.8,6.9,4.6,6.5,Lineup context + Hitter skill,True,29,0.6247222222222222,0.6247222222222222,59
60,Vinnie Pasquantino,Kansas City Royals,Boston Red Sox,Sonny Gray,3,Fenway Park,92.0,8.0,Strong,7.6,5.4,4.5,5.4,5.1,6.6,8.0,71.78,5.2195164,295.0,9.1,8.7,9.8,9.6,Recent power + Lineup context,True,93,0.6222222222222222,0.6222222222222222,60
61,Max Muncy,Athletics,Seattle Mariners,George Kirby,6,Sutter Health Park,100.0,8.0,Strong,4.6,8.2,7.5,8.2,5.5,5.5,5.0,,,,9.6,8.0,4.0,5.7,Recent power + Pitch-type matchup,True,101,0.6166666666666666,0.6166666666666666,61
62,Jarren Duran,Boston Red Sox,Kansas City Royals,Seth Lugo,7,Fenway Park,92.0,8.0,Strong,5.9,5.1,7.2,5.1,5.1,6.6,4.0,71.78,5.2195164,295.0,7.7,7.4,8.7,8.8,Recent power + Pitcher vulnerability,True,108,0.615,0.615,62
63,Alec Burleson,St. Louis Cardinals,Chicago White Sox,Anthony Kay,3,Busch Stadium,70.0,7.9,Strong,7.0,7.1,5.2,7.1,4.2,5.5,8.0,,,,6.3,7.0,8.6,8.6,Lineup context + Pitch-type matchup,True,111,0.6141666666666667,0.6141666666666667,63
64,Dillon Dingler,Detroit Tigers,Colorado Rockies,Mason Adams,5,Comerica Park,100.0,7.9,Strong,4.1,5.9,9.9,5.9,5.5,6.6,6.0,73.94,6.2758471,96.0,3.6,2.5,9.4,6.6,Pitcher vulnerability + Weather,True,96,0.6113888888888888,0.6113888888888888,64
65,Lars Nootbaar,Arizona Diamondbacks,Texas Rangers,TBD,9,Chase Field,213.0,7.9,Strong,8.4,5.5,5.5,5.5,10.0,5.5,2.0,,,,3.6,8.6,6.9,7.8,Ballpark + Hitter skill,True,66,0.6105555555555556,0.6105555555555556,65
66,Miguel Vargas,Chicago White Sox,St. Louis Cardinals,Matthew Liberatore,2,Busch Stadium,70.0,7.8,Strong,6.3,6.0,7.9,6.0,4.2,5.5,9.0,,,,7.2,5.1,2.8,6.5,Lineup context + Pitcher vulnerability,True,90,0.6091666666666666,0.6091666666666666,66
67,Pete Crow-Armstrong,Chicago Cubs,Pittsburgh Pirates,Wilber Dotel,1,Wrigley Field,107.0,7.8,Strong,7.5,9.7,1.5,9.7,5.8,6.7,10.0,74.3,9.5069763,124.0,9.0,8.7,7.9,9.3,Lineup context + Pitch-type matchup,True,65,0.6066666666666666,0.6066666666666666,67
68,Josh Bell,Minnesota Twins,Cleveland Guardians,Parker Messick,4,Target Field,113.0,7.8,Strong,8.7,6.9,3.9,6.9,6.1,5.5,7.0,,,,7.7,5.8,6.8,7.5,Hitter skill + Recent power,True,56,0.6052777777777778,0.6052777777777778,68
69,Spencer Jones,New York Yankees,New York Mets,Nolan McLean,5,Yankee Stadium,117.0,7.7,Strong,9.9,9.5,2.2,9.5,6.3,6.5,6.0,76.28,4.6602825,325.0,3.6,6.7,2.8,8.2,Hitter skill + Pitch-type matchup,True,43,0.6044444444444445,0.6044444444444445,69
70,Nolan Arenado,Arizona Diamondbacks,Texas Rangers,TBD,4,Chase Field,213.0,7.7,Strong,8.8,5.5,5.5,5.5,10.0,5.5,7.0,,,,6.8,2.3,5.3,6.2,Ballpark + Hitter skill,True,42,0.6005555555555556,0.6005555555555556,70
71,Nick Gonzales,Pittsburgh Pirates,Chicago Cubs,Shota Imanaga,4,Wrigley Field,107.0,7.7,Strong,8.4,3.9,8.5,3.9,5.8,6.7,7.0,74.3,9.5069763,124.0,3.6,3.8,2.2,2.9,Pitcher vulnerability + Hitter skill,True,25,0.6,0.6,71
72,Ketel Marte,Arizona Diamondbacks,Texas Rangers,TBD,2,Chase Field,213.0,7.6,Strong,7.8,5.5,5.5,5.5,10.0,5.5,9.0,,,,6.3,4.5,5.6,7.7,Ballpark + Lineup context,True,49,0.5977777777777779,0.5977777777777779,72
73,Joey Ortiz,Milwaukee Brewers,Cincinnati Reds,Andrew Abbott,7,American Family Field,88.0,7.6,Strong,6.7,7.3,5.9,7.3,5.0,6.7,4.0,73.22,9.5069763,146.0,3.6,2.8,9.8,8.2,Pitch-type matchup + Hitter skill,True,98,0.5949999999999999,0.5949999999999999,73
