target_date,generated_at_utc,history_through,board_mode,weather_source,batter,game_pk,opposing_pitcher_id,model_rank,batter_name,team,opponent,opposing_pitcher,lineup_slot,venue,park_hr_factor,hr_rating,rating,baseline_rating,matchup_rating,pitcher_vulnerability_rating,pitch_matchup_edge_rating,park_rating,weather_rating,lineup_context_rating,weather_temperature_f,weather_wind_mph,weather_wind_direction_deg,recent_power_rating,barrel_rating,contact_quality_rating,exit_velocity_rating,key_factors,expected_lineup
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,665742,823575,687064,17,Juan Soto,New York Mets,Baltimore Orioles,Brandon Young,2,Citi Field,101,9.2,Excellent,9.6,6.5,5.5,6.5,5.5,6.0,9.0,68.18,8.5749198,351.0,8.5,8.1,7.1,9.6,Hitter skill + Lineup context,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,669224,823656,665152,18,Austin Wells,New York Yankees,Minnesota Twins,Dean Kremer,8,Target Field,113,9.1,Excellent,7.6,6.1,9.3,6.1,6.1,5.6,3.0,59.0,13.4837507,173.0,7.9,5.4,6.1,8.2,Pitcher vulnerability + Recent power,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,596019,823575,687064,19,Francisco Lindor,New York Mets,Baltimore Orioles,Brandon Young,1,Citi Field,101,9.0,Excellent,8.2,8.6,5.5,8.6,5.5,6.0,10.0,68.18,8.5749198,351.0,9.9,7.0,8.1,8.8,Lineup context + Recent power,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,571970,824465,666157,20,Max Muncy,Los Angeles Dodgers,Cincinnati Reds,Nick Lodolo,7,Great American Ball Park,81,9.0,Excellent,9.3,7.2,6.0,7.2,4.6,6.6,4.0,75.74000000000001,7.3321778,78.0,8.7,5.5,7.9,7.3,Hitter skill + Recent power,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,606466,825034,645261,21,Ketel Marte,Arizona Diamondbacks,Miami Marlins,Sandy Alcantara,2,Chase Field,213,8.9,Excellent,9.5,9.1,4.1,9.1,10.0,4.8,9.0,104.18,6.337984199999999,238.0,3.3,5.7,7.1,8.7,Ballpark + Hitter skill,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,666160,824308,663554,22,Mickey Moniak,Colorado Rockies,San Diego Padres,Casey Mize,7,Coors Field,207,8.9,Excellent,6.4,8.2,7.4,8.2,10.0,6.8,4.0,83.66,22.120807600000003,278.0,7.3,3.9,9.9,7.1,Ballpark + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,682877,824465,669373,23,Juan Brito,Cincinnati Reds,Los Angeles Dodgers,Tarik Skubal,6,Great American Ball Park,81,8.8,Excellent,8.7,9.9,5.1,9.9,4.6,6.6,5.0,75.74000000000001,7.3321778,78.0,7.3,9.2,3.3,4.6,Pitch-type matchup + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,553993,824465,669373,24,Eugenio Suárez,Cincinnati Reds,Los Angeles Dodgers,Tarik Skubal,5,Great American Ball Park,81,8.8,Excellent,8.9,8.4,5.1,8.4,4.6,6.6,6.0,75.74000000000001,7.3321778,78.0,9.5,7.6,8.2,7.6,Recent power + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,669221,824629,656849,25,Sean Murphy,Atlanta Braves,Chicago Cubs,David Peterson,8,Wrigley Field,107,8.7,Excellent,9.2,5.9,6.9,5.9,5.8,6.1,3.0,69.98,12.365282899999999,132.0,3.3,8.3,4.5,6.3,Hitter skill + Pitcher vulnerability,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,660670,824629,656849,26,Ronald Acuña Jr.,Atlanta Braves,Chicago Cubs,David Peterson,1,Wrigley Field,107,8.7,Excellent,6.5,8.7,6.9,8.7,5.8,6.1,10.0,69.98,12.365282899999999,132.0,6.2,8.8,7.2,7.4,Lineup context + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,606192,824465,666157,27,Teoscar Hernández,Los Angeles Dodgers,Cincinnati Reds,Nick Lodolo,5,Great American Ball Park,81,8.6,Excellent,9.5,5.6,6.0,5.6,4.6,6.6,6.0,75.74000000000001,7.3321778,78.0,7.9,9.6,7.2,8.6,Hitter skill + Recent power,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,672960,822765,675512,28,Kazuma Okamoto,Toronto Blue Jays,Detroit Tigers,Troy Melton,6,Rogers Centre,69,8.6,Excellent,8.9,8.2,6.5,8.2,4.1,5.9,5.0,63.86,5.716613199999999,132.0,9.8,9.8,7.5,8.4,Recent power + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,663728,823981,672282,29,Cal Raleigh,Seattle Mariners,Los Angeles Angels,Reid Detmers,4,Angel Stadium,101,8.5,Strong,9.8,8.8,4.6,8.8,5.5,5.5,7.0,,,,3.3,9.7,8.8,9.9,Hitter skill + Pitch-type matchup,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,691718,824629,625643,30,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,Reynaldo López,1,Wrigley Field,107,8.5,Strong,8.5,9.7,3.2,9.7,5.8,6.1,10.0,69.98,12.365282899999999,132.0,3.3,9.4,8.5,9.3,Lineup context + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,702616,823575,804636,31,Jackson Holliday,Baltimore Orioles,New York Mets,Jonah Tong,5,Citi Field,101,8.4,Strong,7.4,4.2,9.8,4.2,5.5,6.0,6.0,68.18,8.5749198,351.0,3.3,3.3,5.6,3.1,Pitcher vulnerability + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,681297,823575,804636,32,Colton Cowser,Baltimore Orioles,New York Mets,Jonah Tong,8,Citi Field,101,8.4,Strong,6.3,7.6,9.8,7.6,5.5,6.0,3.0,68.18,8.5749198,351.0,3.3,5.4,5.4,5.4,Pitcher vulnerability + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,683737,824629,625643,33,Michael Busch,Chicago Cubs,Atlanta Braves,Reynaldo López,3,Wrigley Field,107,8.3,Strong,9.1,7.3,3.2,7.3,5.8,6.1,8.0,69.98,12.365282899999999,132.0,6.5,7.5,4.3,6.1,Hitter skill + Lineup context,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,543807,822765,675512,34,George Springer,Toronto Blue Jays,Detroit Tigers,Troy Melton,2,Rogers Centre,69,8.3,Strong,7.8,8.0,6.5,8.0,4.1,5.9,9.0,63.86,5.716613199999999,132.0,7.3,9.1,8.3,7.7,Lineup context + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,686797,823656,701542,35,Brooks Lee,Minnesota Twins,New York Yankees,Will Warren,2,Target Field,113,8.2,Strong,6.8,6.0,7.9,6.0,6.1,5.6,9.0,59.0,13.4837507,173.0,3.3,8.7,9.5,7.1,Lineup context + Pitcher vulnerability,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,681715,825034,669203,36,Heriberto Hernández,Miami Marlins,Arizona Diamondbacks,Corbin Burnes,2,Chase Field,213,8.1,Strong,9.7,9.4,1.5,9.4,10.0,4.8,9.0,104.18,6.337984199999999,238.0,3.3,9.4,6.4,9.6,Ballpark + Hitter skill,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,691720,824308,663554,37,Kyle Karros,Colorado Rockies,San Diego Padres,Casey Mize,6,Coors Field,207,8.1,Strong,4.7,8.4,7.4,8.4,10.0,6.8,5.0,83.66,22.120807600000003,278.0,6.8,5.0,1.7,2.1,Ballpark + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,694208,823981,807739,38,Moisés Ballesteros,Los Angeles Angels,Seattle Mariners,Kade Anderson,5,Angel Stadium,101,8.0,Strong,6.9,4.8,8.8,4.8,5.5,5.5,6.0,,,,8.3,6.5,6.1,2.3,Pitcher vulnerability + Recent power,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,663656,824465,666157,39,Kyle Tucker,Los Angeles Dodgers,Cincinnati Reds,Nick Lodolo,4,Great American Ball Park,81,8.0,Strong,8.1,4.8,6.0,4.8,4.6,6.6,7.0,75.74000000000001,7.3321778,78.0,9.4,8.6,5.7,5.7,Recent power + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,663616,823656,701542,40,Trevor Larnach,Minnesota Twins,New York Yankees,Will Warren,5,Target Field,113,7.9,Strong,5.2,8.1,7.9,8.1,6.1,5.6,6.0,59.0,13.4837507,173.0,9.7,6.3,7.4,7.8,Recent power + Pitch-type matchup,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,808959,824386,668909,41,Munetaka Murakami,Chicago White Sox,Cleveland Guardians,Gavin Williams,4,Progressive Field,60,7.9,Strong,7.2,6.8,8.4,6.8,3.7,5.9,7.0,66.56,4.2253228,58.0,7.3,3.9,1.3,8.3,Pitcher vulnerability + Recent power,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,605141,824465,666157,42,Mookie Betts,Los Angeles Dodgers,Cincinnati Reds,Nick Lodolo,2,Great American Ball Park,81,7.8,Strong,8.6,2.8,6.0,2.8,4.6,6.6,9.0,75.74000000000001,7.3321778,78.0,8.7,7.1,6.5,8.7,Lineup context + Recent power,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,682998,825034,645261,43,Corbin Carroll,Arizona Diamondbacks,Miami Marlins,Sandy Alcantara,5,Chase Field,213,7.8,Strong,8.6,6.8,4.1,6.8,10.0,4.8,6.0,104.18,6.337984199999999,238.0,6.5,8.9,7.3,8.8,Ballpark + Hitter skill,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,666182,823575,687064,44,Bo Bichette,New York Mets,Baltimore Orioles,Brandon Young,3,Citi Field,101,7.7,Strong,9.6,3.4,5.5,3.4,5.5,6.0,8.0,68.18,8.5749198,351.0,3.3,6.8,8.4,8.0,Hitter skill + Lineup context,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,672386,822765,675512,45,Alejandro Kirk,Toronto Blue Jays,Detroit Tigers,Troy Melton,4,Rogers Centre,69,7.7,Strong,7.6,7.9,6.5,7.9,4.1,5.9,7.0,63.86,5.716613199999999,132.0,7.0,5.5,8.6,8.4,Pitch-type matchup + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,699393,824629,625643,46,Pedro Ramírez,Chicago Cubs,Atlanta Braves,Reynaldo López,8,Wrigley Field,107,7.6,Strong,9.1,6.7,3.2,6.7,5.8,6.1,3.0,69.98,12.365282899999999,132.0,7.7,6.2,5.8,3.6,Hitter skill + Recent power,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,701398,824465,669373,47,Sal Stewart,Cincinnati Reds,Los Angeles Dodgers,Tarik Skubal,3,Great American Ball Park,81,7.6,Strong,8.2,6.9,5.1,6.9,4.6,6.6,8.0,75.74000000000001,7.3321778,78.0,3.3,7.4,9.2,9.7,Hitter skill + Lineup context,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,671739,824629,656849,48,Michael Harris II,Atlanta Braves,Chicago Cubs,David Peterson,5,Wrigley Field,107,7.5,Strong,6.7,5.4,6.9,5.4,5.8,6.1,6.0,69.98,12.365282899999999,132.0,6.2,4.4,8.9,4.1,Pitcher vulnerability + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,608324,824629,625643,49,Alex Bregman,Chicago Cubs,Atlanta Braves,Reynaldo López,4,Wrigley Field,107,7.5,Strong,8.4,7.0,3.2,7.0,5.8,6.1,7.0,69.98,12.365282899999999,132.0,6.5,6.6,2.1,5.5,Hitter skill + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,681393,824308,663554,50,Connor Norby,Colorado Rockies,San Diego Padres,Casey Mize,2,Coors Field,207,7.4,Above average,6.0,2.5,7.4,2.5,10.0,6.8,9.0,83.66,22.120807600000003,278.0,7.3,6.4,2.9,1.6,Ballpark + Lineup context,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,668227,823981,672282,51,Randy Arozarena,Seattle Mariners,Los Angeles Angels,Reid Detmers,2,Angel Stadium,101,7.4,Above average,7.4,7.9,4.6,7.9,5.5,5.5,9.0,,,,9.6,7.3,3.4,4.4,Recent power + Lineup context,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,682626,823575,687064,52,Francisco Alvarez,New York Mets,Baltimore Orioles,Brandon Young,9,Citi Field,101,7.3,Above average,7.3,9.2,5.5,9.2,5.5,6.0,2.0,68.18,8.5749198,351.0,3.3,4.5,3.6,7.9,Pitch-type matchup + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,695657,824386,668909,53,Colson Montgomery,Chicago White Sox,Cleveland Guardians,Gavin Williams,7,Progressive Field,60,7.2,Above average,8.0,5.2,8.4,5.2,3.7,5.9,4.0,66.56,4.2253228,58.0,3.3,7.8,4.5,6.1,Pitcher vulnerability + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,663886,824465,669373,54,Tyler Stephenson,Cincinnati Reds,Los Angeles Dodgers,Tarik Skubal,4,Great American Ball Park,81,7.2,Above average,7.5,7.1,5.1,7.1,4.6,6.6,7.0,75.74000000000001,7.3321778,78.0,3.3,6.7,8.6,5.1,Hitter skill + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,673548,824629,625643,55,Seiya Suzuki,Chicago Cubs,Atlanta Braves,Reynaldo López,2,Wrigley Field,107,7.1,Above average,7.8,7.3,3.2,7.3,5.8,6.1,9.0,69.98,12.365282899999999,132.0,3.3,6.5,3.5,6.4,Lineup context + Hitter skill,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,695336,823006,694738,56,Thomas Saggese,St. Louis Cardinals,San Francisco Giants,Landen Roupp,1,Busch Stadium,70,7.1,Above average,8.3,9.3,2.7,9.3,4.2,6.1,10.0,85.64,10.749718300000001,144.0,3.3,7.2,5.3,9.5,Lineup context + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,686948,824629,656849,57,Drake Baldwin,Atlanta Braves,Chicago Cubs,David Peterson,2,Wrigley Field,107,7.0,Above average,5.1,6.2,6.9,6.2,5.8,6.1,9.0,69.98,12.365282899999999,132.0,5.7,6.4,5.9,7.4,Lineup context + Pitcher vulnerability,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,664983,824308,663554,58,Jake McCarthy,Colorado Rockies,San Diego Padres,Casey Mize,1,Coors Field,207,7.0,Above average,3.1,8.5,7.4,8.5,10.0,6.8,10.0,83.66,22.120807600000003,278.0,3.3,6.3,6.4,2.6,Ballpark + Lineup context,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,642350,823981,807739,59,Jose Siri,Los Angeles Angels,Seattle Mariners,Kade Anderson,8,Angel Stadium,101,6.9,Above average,4.6,7.7,8.8,7.7,5.5,5.5,3.0,,,,7.9,9.2,4.7,3.8,Pitcher vulnerability + Recent power,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,665489,822765,675512,60,Vladimir Guerrero Jr.,Toronto Blue Jays,Detroit Tigers,Troy Melton,3,Rogers Centre,69,6.9,Above average,8.4,3.1,6.5,3.1,4.1,5.9,8.0,63.86,5.716613199999999,132.0,5.9,7.9,9.8,9.4,Hitter skill + Lineup context,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,645277,824629,656849,61,Ozzie Albies,Atlanta Braves,Chicago Cubs,David Peterson,4,Wrigley Field,107,6.8,Above average,4.8,7.4,6.9,7.4,5.8,6.1,7.0,69.98,12.365282899999999,132.0,3.3,2.2,7.3,7.2,Pitch-type matchup + Lineup context,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,668904,823656,701542,62,Royce Lewis,Minnesota Twins,New York Yankees,Will Warren,6,Target Field,113,6.8,Above average,4.8,7.2,7.9,7.2,6.1,5.6,5.0,59.0,13.4837507,173.0,3.3,6.8,4.9,5.5,Pitcher vulnerability + Pitch-type matchup,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,669065,825034,669203,63,Kyle Stowers,Miami Marlins,Arizona Diamondbacks,Corbin Burnes,1,Chase Field,213,6.7,Above average,8.3,7.8,1.5,7.8,10.0,4.8,10.0,104.18,6.337984199999999,238.0,3.3,7.7,6.8,9.8,Ballpark + Lineup context,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,643217,824386,668909,64,Andrew Benintendi,Chicago White Sox,Cleveland Guardians,Gavin Williams,5,Progressive Field,60,6.7,Above average,5.7,7.8,8.4,7.8,3.7,5.9,6.0,66.56,4.2253228,58.0,3.3,6.0,9.3,8.6,Pitcher vulnerability + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,687093,823981,807739,65,Vaughn Grissom,Los Angeles Angels,Seattle Mariners,Kade Anderson,4,Angel Stadium,101,6.6,Above average,5.4,4.1,8.8,4.1,5.5,5.5,7.0,,,,6.5,5.6,1.6,2.4,Pitcher vulnerability + Lineup context,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,592450,823656,665152,66,Aaron Judge,New York Yankees,Minnesota Twins,Dean Kremer,3,Target Field,113,6.6,Above average,5.6,1.4,9.3,1.4,6.1,5.6,8.0,59.0,13.4837507,173.0,3.3,1.3,4.1,6.8,Pitcher vulnerability + Lineup context,True
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,694249,824308,663554,67,Cole Carrigg,Colorado Rockies,San Diego Padres,Casey Mize,5,Coors Field,207,6.5,Solid,4.3,4.9,7.4,4.9,10.0,6.8,6.0,83.66,22.120807600000003,278.0,3.3,4.7,4.8,3.2,Ballpark + Pitcher vulnerability,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,687952,823575,804636,68,Christian Encarnacion-Strand,Baltimore Orioles,New York Mets,Jonah Tong,6,Citi Field,101,6.5,Solid,2.2,9.8,9.8,9.8,5.5,6.0,5.0,68.18,8.5749198,351.0,3.3,7.2,2.8,4.6,Pitcher vulnerability + Pitch-type matchup,False
2026-09-14,2026-09-14T20:28:23.785941+00:00,2026-09-13,projected_or_reconstructed,forecast_or_neutral,686527,823981,672282,69,Dominic Canzone,Seattle Mariners,Los Angeles Angels,Reid Detmers,3,Angel Stadium,101,6.4,Solid,6.1,8.6,4.6,8.6,5.5,5.5,8.0,,,,6.2,8.4,4.6,4.8,Pitch-type matchup + Lineup context,True
